,Carcinoma_AGSCC_2_10_tumorales_mieloides.csv,Carcinoma_AGSCC_2_11_tumorales_mieloides.csv,Carcinoma_AGSCC_2_12_tumorales_mieloides.csv,Carcinoma_AGSCC_2_13_tumorales_mieloides.csv,Carcinoma_AGSCC_2_14_tumorales_mieloides.csv,Carcinoma_AGSCC_2_15_tumorales_mieloides.csv,Carcinoma_AGSCC_2_16_tumorales_mieloides.csv,Carcinoma_AGSCC_2_17_tumorales_mieloides.csv,Carcinoma_AGSCC_2_18_tumorales_mieloides.csv,Carcinoma_AGSCC_2_19_tumorales_mieloides.csv,Carcinoma_AGSCC_2_1_tumorales_mieloides.csv,Carcinoma_AGSCC_2_20_tumorales_mieloides.csv,Carcinoma_AGSCC_2_21_tumorales_mieloides.csv,Carcinoma_AGSCC_2_22_tumorales_mieloides.csv,Carcinoma_AGSCC_2_23_tumorales_mieloides.csv,Carcinoma_AGSCC_2_24_tumorales_mieloides.csv,Carcinoma_AGSCC_2_25_tumorales_mieloides.csv,Carcinoma_AGSCC_2_26_tumorales_mieloides.csv,Carcinoma_AGSCC_2_27_tumorales_mieloides.csv,Carcinoma_AGSCC_2_28_tumorales_mieloides.csv,Carcinoma_AGSCC_2_29_tumorales_mieloides.csv,Carcinoma_AGSCC_2_2_tumorales_mieloides.csv,Carcinoma_AGSCC_2_30_tumorales_mieloides.csv,Carcinoma_AGSCC_2_31_tumorales_mieloides.csv,Carcinoma_AGSCC_2_32_tumorales_mieloides.csv,Carcinoma_AGSCC_2_33_tumorales_mieloides.csv,Carcinoma_AGSCC_2_34_tumorales_mieloides.csv,Carcinoma_AGSCC_2_35_tumorales_mieloides.csv,Carcinoma_AGSCC_2_36_tumorales_mieloides.csv,Carcinoma_AGSCC_2_37_tumorales_mieloides.csv,Carcinoma_AGSCC_2_38_tumorales_mieloides.csv,Carcinoma_AGSCC_2_39_tumorales_mieloides.csv,Carcinoma_AGSCC_2_3_tumorales_mieloides.csv,Carcinoma_AGSCC_2_40_tumorales_mieloides.csv,Carcinoma_AGSCC_2_4_tumorales_mieloides.csv,Carcinoma_AGSCC_2_5_tumorales_mieloides.csv,Carcinoma_AGSCC_2_6_tumorales_mieloides.csv,Carcinoma_AGSCC_2_7_tumorales_mieloides.csv,Carcinoma_AGSCC_2_8_tumorales_mieloides.csv,Carcinoma_AGSCC_2_9_tumorales_mieloides.csv,Carcinoma_FAHNSCC_14_1_tumorales_mieloides.csv,Carcinoma_FAHNSCC_14_2_tumorales_mieloides.csv,Carcinoma_FAHNSCC_14_3_tumorales_mieloides.csv,Carcinoma_FAHNSCC_14_4_tumorales_mieloides.csv,Carcinoma_FAHNSCC_14_5_tumorales_mieloides.csv,Carcinoma_FAHNSCC_15_1_tumorales_mieloides.csv,Carcinoma_FAHNSCC_15_2_tumorales_mieloides.csv,Dysplasia-HG_FAHNSCC_15_1_tumorales_mieloides.csv,Dysplasia-HG_FAHNSCC_15_2_tumorales_mieloides.csv,Dysplasia-HG_FAHNSCC_15_3_tumorales_mieloides.csv,Dysplasia-HG_FAHNSCC_15_4_tumorales_mieloides.csv,Dysplasia-LG_FAHNSCC_15_1_tumorales_mieloides.csv,Dysplasia-LG_FAHNSCC_15_2_tumorales_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_1_tumorales_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_2_tumorales_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_3_tumorales_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_4_tumorales_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_5_tumorales_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_6_tumorales_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_7_tumorales_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_8_tumorales_mieloides.csv,Dysplasia_FAAGSCC_13_1_tumorales_mieloides.csv,Dysplasia_FAAGSCC_13_2_tumorales_mieloides.csv,Dysplasia_FAAGSCC_13_3_tumorales_mieloides.csv,Dysplasia_FAAGSCC_13_4_tumorales_mieloides.csv,Stroma_ad_Carcinoma-Dysplasia_FAHNSCC_14_1_tumorales_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_10_tumorales_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_1_tumorales_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_2_tumorales_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_3_tumorales_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_4_tumorales_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_5_tumorales_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_6_tumorales_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_7_tumorales_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_8_tumorales_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_9_tumorales_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_1_tumorales_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_2_tumorales_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_3_tumorales_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_15_1_tumorales_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_15_2_tumorales_mieloides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_1_tumorales_mieloides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_2_tumorales_mieloides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_3_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_10_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_11_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_1_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_2_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_3_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_4_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_5_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_6_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_7_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_8_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_9_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_1_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_2_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_3_tumorales_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_4_tumorales_mieloides.csv
Carcinoma_AGSCC_2_10_tumorales_mieloides.csv,0.0,1514.9070945365065,1289.5183556917011,1101.6937563018932,905.706285363274,872.1816576228518,887.5679908160811,869.2989276411391,816.7849384892234,1177.3708792642553,3218.7182865223335,1447.4637956479683,1110.0011954529627,949.8449941063794,826.3635698211959,1687.7806565105639,1748.0395864015734,1336.9074234554503,1384.1544219970347,756.2200529341659,1046.6683134594336,2964.606283006203,627.9590034386554,991.3347564425729,1960.6593541051238,1481.8751265752078,1559.5625914441305,2286.582826036315,1035.7375170398623,896.5891499794609,1549.7280357590894,1739.8318247792824,2599.45325069931,1460.4084839613395,929.6323851204048,1114.4948594786454,961.6188975991238,1005.6081823342632,945.899940995874,743.0756873288707,1398.5169383866428,1633.5653345643213,2479.640078942643,1508.7334128627574,1344.047787640674,2780.5797414661033,3109.4799122082172,846.3973273202596,2479.512207696158,4223.393876137834,4055.5448132467013,3214.694164742057,2873.800718286823,1583.8411683598301,2828.9644663209515,3146.7152562728943,2827.7257816885626,1967.8069926151716,3828.1623958659134,2493.0729613751328,3982.345346662913,3917.504049563787,4643.494406477118,1496.5578662072967,1099.59067132953,3705.0481660283526,3383.656011779758,5631.6834866645795,5244.615528818519,4901.27753246271,4117.651768236211,3960.5558044068,4265.646990795328,4525.987705792557,4961.948989542221,4831.647765275344,3467.396972384726,2360.8130603829923,3066.920175474557,4207.484401625602,4721.442526305679,3978.866294749648,4692.8981162911,4548.880066663959,6224.177322284489,4147.286471939225,5511.437803456421,5018.562149035401,6673.051294913964,5235.623295581472,5495.378737697666,5947.0978142176755,6101.552241447967,5114.076939808799,5262.902160146782,4617.1214873206545,2454.4858696664587,2590.5597851017965,3132.137395023554
Carcinoma_AGSCC_2_11_tumorales_mieloides.csv,1514.9070945365065,0.0,1544.3225685876962,981.0365770447287,1477.0158918444206,1521.4928727118681,1216.8440027543515,1758.4917059869706,1376.4540503827966,1192.5978191355591,2461.9753736953085,1621.7145367742203,1882.3181800263005,1438.8187986628282,1323.7538819106392,2015.6670557366058,1873.7100688273922,1352.8043236035182,1516.3747891543153,1548.9189270030606,1092.8301801818404,2120.448718111553,1434.7770212873386,1267.2859738698721,1994.7764144037476,1187.7867330656923,1108.4040485715843,1778.0225171862742,1616.6731683535218,1245.5039448367138,1032.0080083606674,1354.1011792261684,1922.602594056657,1872.89018725658,1162.8986895250996,1055.9002059436646,1444.5141897025912,1267.2130582594807,1083.1826074360038,1245.7636982111565,1592.5833784749339,1701.1669743446068,2088.8675429368286,1273.5517947140759,998.2683207173864,1888.2842786274064,2279.7763214915367,1519.556215356547,1930.454110823161,3365.7668303409478,3056.2624270536085,2337.5834082665588,2043.3369447212808,1012.8566536937236,1943.636102330819,2206.2657101434406,1951.613949872459,1618.5619347367133,2905.5589882944314,1683.4633622943397,3072.008962586388,3248.985631824946,3862.9275783427306,1315.6393280423435,1100.637875192155,2912.1268231071217,2536.7837532025087,5034.493810969057,4550.58586893589,4266.403741703138,3353.4635333105102,3087.851395908477,3490.3164222200617,3755.1921960663476,4275.62406478064,4294.216258077445,2732.7728007859023,1947.1589338681013,2349.5967549714096,3443.6455093939057,4281.622542353961,3193.0295199874986,4064.3199038735097,4108.462320586704,5814.034805487073,3638.583009210727,5236.001926797052,4658.741490245724,6283.280319001299,4872.791443807294,5172.660366272723,5498.168169766676,5496.451289584064,4753.906362286246,4943.543300087886,3847.095332036738,2050.8906603097125,2237.6072346305164,2394.8312329446485
Carcinoma_AGSCC_2_12_tumorales_mieloides.csv,1289.5183556917011,1544.3225685876962,0.0,1410.65987297721,795.1676865314635,956.1866903332599,1461.3789868485715,1772.1924845195667,979.2830591145129,1691.8846680816528,2649.5775407820406,1159.6520992931669,972.0325629335156,1165.825150987006,1288.8718501691812,2555.5006374455447,2471.0609736687375,735.7198885537757,750.9739334324669,1044.9262043083304,1089.0303686011227,2407.607046449397,1229.2824842792018,1654.579975250982,2653.5165334453836,1110.4465397406443,1315.6485831411933,1423.974179565466,1118.0242894880766,1452.0670967854717,1826.9572739148568,1286.8385192364751,1887.4047915906735,2318.176750261385,1492.8044223320276,1583.1241054069703,1638.329780215106,1655.733683762146,1392.6517979578603,1238.5422974722076,2070.995805435218,2265.385068609336,2777.9597542994447,1009.5542517082631,1644.961011042893,2589.302379367904,2701.2734851292325,988.5932149725725,1776.6281297512103,3662.394203347523,3537.4200525383735,2932.964623025229,2429.789426284145,1549.962878916245,2744.0506850686515,2957.341108603451,2676.5897770418037,2410.517587995678,3626.254736246852,2417.8294725570495,3623.9225349015037,3013.304101528164,3815.3520818228903,1340.2769886232259,1396.8664571868994,3652.616212209748,3253.8325623094356,5761.1328098989525,5308.819231160419,5034.006436265706,4151.719450311369,3868.563298302347,4284.495321479935,4578.542510233406,5081.217119028405,4969.162810819824,3376.1213118712544,2416.4732450929614,3038.2005174115493,4246.910202420783,4869.763124958279,3993.2195378329943,4790.258843540037,4701.498028697239,6398.7463807289805,4292.869638282239,5672.322380033974,5175.389422648802,6823.781042714355,5400.577679059237,5647.654218231934,6104.029211776664,6257.544699620837,5282.1759636273255,5420.959473696,4670.293361262749,2686.4725986760236,2874.570987001871,3192.436553059133
Carcinoma_AGSCC_2_13_tumorales_mieloides.csv,1101.6937563018932,981.0365770447287,1410.65987297721,0.0,1194.218472957551,1280.6497048277085,919.7915358343166,1308.3310528589977,1146.9888758127056,951.4952301952478,2820.7717671068995,1535.000662094216,1622.1788569248583,1201.1626396499223,1014.9291245265919,1735.6267639968241,1649.4004617331525,1325.4779427630779,1451.5060277408693,1248.2012842137851,992.1199067496894,2508.4058471943363,1070.0090807639158,939.0085328311178,1834.4238820821752,1258.8012696898286,1231.1093143087912,2024.3358985374846,1392.591604697333,915.3254386306514,1101.1633170375064,1458.783875647344,2258.3923805243326,1570.9152036725036,881.5046040594216,956.7256486165111,1068.1369747408792,997.950394921262,862.1619525331687,881.4754645407808,1364.0341503478135,1536.968502209263,2225.9812990709893,1319.879202525738,1054.6873360508519,2273.480163522928,2691.229899949516,1237.575833573184,2208.614975429821,3782.801245041322,3515.9994058195452,2713.411717213515,2422.710003947057,1247.360994949041,2310.9670600788345,2598.121416422417,2344.7791256780547,1649.6376386778834,3310.453119921258,2014.6978518460232,3488.0916274249566,3539.021116926699,4197.31922374772,1280.008798579177,940.5107626893179,3319.3705935379367,2956.439644044991,5303.65527569928,4853.823998424229,4551.648621693207,3722.900670572413,3451.589163640263,3807.461015691588,4119.357931636506,4585.03979678432,4507.269405427311,3095.846012333561,2126.208657061008,2728.452758283321,3813.000027454605,4459.592792413759,3549.4891383842405,4351.95979407667,4290.924643023996,5973.76143941626,3856.441227280762,5386.607961168439,4831.8088516119415,6457.559566132364,5017.070825080652,5340.411278071819,5662.935901942166,5780.831731036513,4901.3544052034695,5098.279654078432,4240.4217971143635,2233.842967280879,2340.9350677612324,2768.5426887498315
Carcinoma_AGSCC_2_14_tumorales_mieloides.csv,905.706285363274,1477.0158918444206,795.1676865314635,1194.218472957551,0.0,801.8591288658622,1110.96469353724,1326.6646913749453,723.6783911211594,1351.2492150735177,2837.584772065783,1118.2887498439022,857.0432090038522,971.7531020934732,998.7385771701175,2092.8814604757804,2036.9737424472703,941.0415033509332,937.5378403892483,780.3658638628659,963.5649528647638,2647.0429288012015,879.3614460042651,1311.0413277461791,2247.773384687934,1151.6800123396968,1293.1909628178885,1773.8667886768785,1027.4736061055305,1108.933675089695,1640.2553774921396,1400.9973883764499,2190.746184655506,1867.4966428932407,1182.0596334755528,1333.200152576265,1256.2312976222574,1262.362137470245,1092.582949583188,895.8369780418933,1682.0305680845854,1899.4335393100191,2518.296776157516,1175.517897295545,1397.7004384911756,2617.5220602257173,2878.4809170397893,701.1295952673736,2093.9956327500195,3880.442709187327,3784.9275182700803,3021.103656853909,2569.007156013722,1434.541694282637,2716.0314620034173,3002.558949323476,2670.8852037300353,2097.7464462758767,3659.0296290221418,2356.435070288254,3726.0267281715232,3383.8631955360165,4157.201785814817,1338.7202749395872,1157.0177215262318,3632.7816319667068,3272.6373624268813,5635.44399888577,5230.404319386556,4915.367137348109,4089.764735784018,3874.8994036732406,4217.950585868422,4497.814609056731,4965.331390825484,4835.05869939543,3377.243526490719,2279.540346564483,2989.0526742451343,4183.431366655575,4707.966441564056,3950.913633737339,4683.135163760126,4546.36393354019,6218.851166478874,4141.219859542178,5487.866388398571,5004.48863402174,6653.829475723448,5230.573340770364,5475.118837832417,5944.924669379598,6132.418422620437,5111.653090049176,5236.342753162766,4595.343252586031,2468.243836202067,2599.7993190477764,3105.404354010007
Carcinoma_AGSCC_2_15_tumorales_mieloides.csv,872.1816576228518,1521.4928727118681,956.1866903332599,1280.6497048277085,801.8591288658622,0.0,1232.4089468256057,1250.7814148627197,751.2975815666014,1442.9176348320893,3055.749948942819,1009.6844973870778,808.582239712783,780.4094945996691,895.6118418848017,2227.2678584915557,2243.997901962425,1107.1236643341963,1013.4204161263089,745.7167295910059,1083.4718660501856,2802.275485464273,874.0120044693474,1349.0759850974196,2415.9790121348433,1346.6172152028914,1472.1745581699824,1918.9251174543135,749.0926868476265,1207.8696638988283,1751.0949195068292,1563.373312894117,2367.1531225384197,1953.7437065091551,1216.990756233239,1352.6043578435624,1330.1151967035796,1346.333218595755,1148.0102078655589,1007.4378973090293,1838.3211172257427,2053.8984922454724,2744.964270406071,1375.0087461036187,1544.0469041558135,2777.1075007680483,3031.6461362320965,833.3109244528998,2259.1647894833977,4071.775705129641,3925.5627066370967,3189.354184393584,2777.805743212348,1654.5135113659649,2851.3506005942145,3149.8243408494623,2849.673766269858,2297.408854305004,3824.112821494467,2522.4525051867936,3956.7971094739546,3575.7941515905045,4361.650297077685,1527.150484559681,1323.0147874212842,3731.634342069062,3378.7586050438263,5764.7856479968395,5335.398119205328,5029.2570219443005,4199.868078804393,3992.4205992023617,4334.3450577783115,4615.091841084502,5079.300117996887,4973.679512207408,3477.0057358926215,2481.835436163066,3120.7053059943973,4285.181361557942,4882.891222972766,4051.6244336583422,4802.381758907779,4716.589077190191,6411.450828358485,4302.368400459213,5702.9336230892295,5198.527040397008,6853.284359361651,5422.669611862808,5677.379242301669,6119.721555470424,6247.1172022097735,5298.882702005419,5452.040303068413,4721.977496426511,2655.0397372540647,2845.7629064429398,3238.427401144348
Carcinoma_AGSCC_2_16_tumorales_mieloides.csv,887.5679908160811,1216.8440027543515,1461.3789868485715,919.7915358343166,1110.96469353724,1232.4089468256057,0.0,1003.5800521312989,1032.9103341477446,812.167438510802,3148.8662359438295,1762.410182569482,1513.9719757563898,1273.7300850764066,1042.440314551242,1319.5429670829603,1322.7074625606751,1406.1807852448985,1575.3367325254137,1122.0023513616438,1086.3035948691968,2806.154728925571,854.0397699709454,764.0076345782069,1480.8885365649642,1455.285585593388,1533.5164892693128,2330.8642984849,1432.4557304909097,725.0555774938947,1148.7720014597671,1756.4797361057654,2508.2471954763646,1237.168836959942,729.402909597479,855.0994753008403,884.2432692423233,725.7242080199337,783.9297002023176,683.045093708819,937.8435886300726,1125.8806063750492,2072.392866351984,1409.099634780876,965.9180945489236,2533.66470739401,2939.5485908276382,1055.8489183923539,2431.260284051246,4103.185033611808,3871.8149981001675,3049.1694852974456,2699.1065679677936,1397.8944102755886,2573.841175447222,2868.491021427367,2608.71862088688,1483.3799186077367,3592.2829821217224,2295.1380777288414,3820.879032006244,3889.103392192629,4608.62540107569,1439.555679191736,894.4637173642627,3465.6831808071965,3153.6266874714975,5377.241363766195,4994.51634255173,4655.542714271798,3863.6543203814563,3715.2887929761914,4007.9907544630646,4272.15899083673,4709.415790547498,4578.076367603795,3210.238986946311,2080.692745693363,2787.9856372568574,3977.7598782987793,4465.903619595006,3747.6745559557075,4440.643074642578,4297.5670939594675,5994.320185504418,3889.1829281467317,5283.283798752984,4775.113408334708,6421.8749274342335,5003.134135107821,5260.819862693298,5699.776616553366,5869.575112452559,4871.466857444114,5035.002220272012,4352.695266144127,2029.8665942316993,2124.744300241439,2800.655108670718
Carcinoma_AGSCC_2_17_tumorales_mieloides.csv,869.2989276411391,1758.4917059869706,1772.1924845195667,1308.3310528589977,1326.6646913749453,1250.7814148627197,1003.5800521312989,0.0,1184.0492659723393,1199.9921671237953,3695.218553533783,1841.7419883239922,1520.3693000729663,1254.8797146261038,1079.7602941453308,1398.6250158209957,1575.7215369362027,1797.9597695900788,1841.9156127665447,1114.5531758517272,1426.2268909916002,3390.1252810458045,889.0541383148089,1016.5220841325817,1722.0885766259273,1947.6173150098364,1973.6936138342576,2760.2781310168716,1380.10664251003,1074.5749988193934,1625.6171185387846,2212.343434228121,3079.12849960293,1184.4521774004877,1025.0780899266238,1212.6802341689536,1022.1851989926129,920.3388190654994,1110.4217519883043,983.4291607469358,1179.272112298333,1431.0865448357,2435.781663616133,1980.224135553218,1459.9562981849997,3071.648744187678,3516.9396549202224,1190.352440825658,2975.370944234533,4676.179999655691,4447.119708642732,3610.137551761161,3294.3640197725754,1918.8935758138086,3061.4304786494326,3429.425445836978,3138.5298998661024,1959.8122305770164,4147.480200864291,2811.9020503156935,4394.992284777342,4410.598337792947,5157.038611566712,1908.7992301398658,1315.601068263693,3906.9796884542907,3628.0754655582523,5708.731757643769,5364.787695190796,4963.7353767604845,4253.931033482161,4185.8716761289725,4388.565782291583,4643.935290877527,5028.177968171029,4910.760322319099,3666.4922712818034,2582.1818283680254,3243.191502730731,4356.908880724954,4781.801204028043,4150.973205378576,4775.38578186421,4621.045035694005,6279.523863946922,4215.695136160705,5589.50029958913,5093.9521272274,6735.74485305963,5313.176661996336,5577.385463289824,6008.949576001749,6193.34256863381,5184.168699634427,5341.540365165302,4752.187861478083,2462.9868451483953,2575.190144210854,3224.6635607743524
Carcinoma_AGSCC_2_18_tumorales_mieloides.csv,816.7849384892234,1376.4540503827966,979.2830591145129,1146.9888758127056,723.6783911211594,751.2975815666014,1032.9103341477446,1184.0492659723393,0.0,1256.3560454666049,2834.170434159469,1124.8898085374217,963.4514234772913,875.7332427096425,858.1868995527026,1979.3945682737146,1983.7101191607667,1084.1490813794724,1059.186499670713,663.1394480711481,887.7738844430173,2665.8396354838833,753.0774821352229,1176.7132813167602,2159.841644832537,1167.3725217165209,1264.7707912162655,1906.737972412791,930.1181319089249,1044.4089804889454,1492.7582552131287,1414.7908858429582,2253.837297844235,1732.2578177537175,1026.856443234383,1169.703217136115,1124.1230777480732,1117.0971874865847,945.2720784385551,810.7592571946398,1652.6916362624174,1882.4547775292704,2480.159684148526,1271.600519644986,1340.2478558479454,2501.8330104961547,2824.800971150761,732.9360664673796,2162.650021501863,3871.5193690609094,3757.6738989114865,2953.340823072218,2553.1523721967787,1341.5383344136974,2578.969558569914,2926.7846234669023,2551.3970826175473,2009.7542981772735,3554.569372312449,2238.1695678772853,3662.5731542128688,3488.839393182964,4222.268364816644,1345.3251765661719,1020.6684317736324,3493.594965180275,3147.006015293866,5509.279785261675,5070.983635352299,4786.842342769847,3927.271456990269,3744.7960829413,4071.0319562571085,4341.321593805598,4830.701790422575,4722.98848753395,3242.506691850275,2236.5881505788293,2852.5871533820577,4024.1216448624796,4645.526414823164,3784.238799466501,4551.322743034613,4475.590252856864,6190.422318371487,4057.253821771884,5466.018329874829,4960.317789311737,6616.663805463174,5183.794339357308,5438.372459805205,5886.0812602089645,6003.023743531453,5067.4367451494745,5214.078753027135,4436.389435954578,2391.068239462165,2599.8433922891236,2952.518398367901
Carcinoma_AGSCC_2_19_tumorales_mieloides.csv,1177.3708792642553,1192.5978191355591,1691.8846680816528,951.4952301952478,1351.2492150735177,1442.9176348320893,812.167438510802,1199.9921671237953,1256.3560454666049,0.0,3058.337731446935,1906.8173833642868,1801.6581228569132,1384.3308391738858,1229.940172819937,1304.7141559172464,1221.4431833071487,1608.4536387406538,1768.4157954411558,1380.2438122108842,1233.3735774275408,2774.9520028717807,1072.3944946651245,803.4386758915753,1373.7339934131214,1481.3380083954125,1582.7097634359225,2416.2010876494205,1614.9459530963863,838.7546175704434,1054.528687032533,1802.1164788027954,2499.4365657987814,1108.1806040854792,783.6322016266352,813.6059577847241,982.7961547669529,766.0011513740897,757.8758155750961,944.6917268370912,981.3319427889245,1134.5916504402492,2037.267546690657,1535.9014563973167,872.6775139936552,2394.901941060341,2846.0265899486158,1390.5482031267638,2472.9227097922903,3993.3681274059963,3766.670821220063,2932.365314727196,2653.7303541408614,1390.2580008461553,2398.818712424663,2760.860327647157,2532.5059821288405,1341.4812352721074,3481.887879308952,2204.568352341752,3735.244061633216,3913.8145854855875,4541.456277963064,1490.8660929377231,988.584828911468,3298.3313633290218,2979.7603285073874,5328.423477846818,4894.921796327762,4577.195875657561,3758.0268295483306,3579.8762455746096,3878.222022326415,4163.728229975709,4636.681828344333,4546.001069794536,3073.118394307691,2007.7873585735524,2652.477674095489,3843.549141000137,4431.637647650953,3593.918449416716,4363.482571452025,4263.368283028771,5955.41204365915,3860.7032955571494,5283.738287024231,4768.60848054262,6406.6102195661615,4971.596386884117,5261.188740518392,5667.892114805118,5787.725502576738,4849.655715996321,5027.221856914604,4282.907833432356,1925.506402534166,2009.7377639045171,2660.8019154330987
