,Carcinoma_AGSCC_2_22_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_5_linfoides.csv,Carcinoma_AGSCC_2_3_linfoides.csv,Carcinoma_AGSCC_2_40_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_9_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_7_linfoides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_3_linfoides.csv,Carcinoma_AGSCC_2_7_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_2_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_1_linfoides.csv,Carcinoma_AGSCC_2_29_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_4_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_2_linfoides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_2_linfoides.csv,Carcinoma_AGSCC_2_28_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_3_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_11_linfoides.csv,Carcinoma_FAHNSCC_14_4_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_5_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_8_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_2_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_8_linfoides.csv,Carcinoma_AGSCC_2_31_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_3_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_4_linfoides.csv,Carcinoma_AGSCC_2_35_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_8_linfoides.csv,Carcinoma_AGSCC_2_23_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_1_linfoides.csv,Carcinoma_AGSCC_2_37_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_9_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_10_linfoides.csv,Dysplasia_FAAGSCC_13_4_linfoides.csv,Carcinoma_AGSCC_2_18_linfoides.csv,Carcinoma_AGSCC_2_38_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_5_linfoides.csv,Dysplasia-LG_FAHNSCC_15_2_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_6_linfoides.csv,Carcinoma_AGSCC_2_2_linfoides.csv,Stroma_ad_Carcinoma-Dysplasia_FAHNSCC_14_1_linfoides.csv,Carcinoma_FAHNSCC_14_5_linfoides.csv,Stroma_ad_Carcinoma_FAHNSCC_15_2_linfoides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_2_linfoides.csv,Dysplasia_FAAGSCC_13_3_linfoides.csv,Dysplasia_FAAGSCC_13_1_linfoides.csv,Carcinoma_FAHNSCC_14_2_linfoides.csv,Carcinoma_AGSCC_2_4_linfoides.csv,Carcinoma_AGSCC_2_39_linfoides.csv,Carcinoma_AGSCC_2_36_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_7_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_6_linfoides.csv,Dysplasia-HG_FAHNSCC_15_4_linfoides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_1_linfoides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_3_linfoides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_1_linfoides.csv,Carcinoma_FAHNSCC_14_3_linfoides.csv,Stroma_ad_Carcinoma_FAHNSCC_15_1_linfoides.csv,Carcinoma_AGSCC_2_30_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_3_linfoides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_1_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_10_linfoides.csv,Carcinoma_FAHNSCC_15_2_linfoides.csv,Carcinoma_AGSCC_2_34_linfoides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_4_linfoides.csv,Carcinoma_AGSCC_2_12_linfoides.csv,Dysplasia_FAAGSCC_13_2_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_1_linfoides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_3_linfoides.csv,Dysplasia-HG_FAHNSCC_15_2_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_7_linfoides.csv,Carcinoma_FAHNSCC_15_1_linfoides.csv,Carcinoma_AGSCC_2_14_linfoides.csv,Carcinoma_AGSCC_2_19_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_4_linfoides.csv,Dysplasia-LG_FAHNSCC_15_1_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_6_linfoides.csv,Dysplasia-HG_FAHNSCC_15_3_linfoides.csv,Carcinoma_AGSCC_2_27_linfoides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_2_linfoides.csv,Carcinoma_FAHNSCC_14_1_linfoides.csv,Dysplasia-HG_FAHNSCC_15_1_linfoides.csv
Carcinoma_AGSCC_2_22_linfoides.csv,0.0,6368.874212910382,2379.5489897066736,489.85108555049544,8993.508397571753,6640.439073879149,8287.101598272406,1008.3035746336072,3379.442579981527,5532.706822189855,509.1857483566933,7410.597819123346,5935.1688871862,7883.222129846814,540.3564079256729,7233.533157550893,6966.840645692931,2484.9377221106224,11702.0675331196,4806.315678225809,7347.737342710643,1872.4800336205494,794.3462928001125,3967.410099311918,3460.831732204472,741.1557528141437,17564.885732747225,1123.3426579465226,6354.812115656859,1431.9311339786527,1957.8415297421807,8615.055016543878,2907.554565926039,427.1969419642887,658.1674706514764,5338.40264239517,4995.668830313872,8972.950454281838,417.2973893160193,10731.301809196386,4072.5979687311483,7221.062671004119,7024.411407965751,2341.6647286501334,1654.7607215277003,2506.9610581028364,776.4335888741952,390.8330648879709,718.5597244444459,4219.57449629188,11651.259841582683,4944.7509623032765,9551.921526396787,8110.6517759540775,7819.545795573437,7832.55859194127,7339.43779401369,1125.9271352991425,6222.669190913141,6858.451356230213,11715.568035858936,1973.1814086814745,814.189270685295,6818.04966880294,695.6076514909026,2401.5372761880976,6896.82525365157,7927.706906079769,2503.5585484346902,9999.851113481185,2948.852852145802,262.3773146398388,555.4640222009025,7612.781015345477,5214.827273998211,5185.891624399422,3403.4140731634293,293.33607173771924,9189.258384640305,1859.368417111458,3423.3193704808973
Stroma_ad_Carcinoma_AGSCC_2_5_linfoides.csv,6368.874212910382,0.0,5827.796105834366,6458.281412143576,9731.243333474322,2779.587109080025,6265.970593788755,5787.8596129854395,7033.356119566395,3292.638910372769,6643.986850042178,2257.964652630822,7144.356539249256,5677.918501939121,6057.783359541493,8560.792197793155,1268.4943598809152,5035.501318983542,10168.406225083249,3237.9245550324054,1557.836034083488,7292.638481785109,5784.623958236386,6706.456235979612,5055.423992754012,5786.287529607762,11897.163886582171,5444.741435575522,7116.364989718703,5820.136821351538,7170.697404271622,5542.600014973668,5591.1281567865435,6095.298586599648,5858.464401854145,2379.058743759434,2544.923486679501,2964.7881922650345,6166.0572917002555,9124.03662710745,3879.9879670202176,8289.621433552587,4494.70599515908,6280.275116504709,6592.083151684298,5476.685053504199,6159.006119817582,6122.818292786002,5702.130080179421,4057.0287694159365,8669.578728648223,5824.574633077605,8317.967150767667,7129.437593319154,2009.0767063320882,6025.6744849214465,3400.8951308977166,5612.8499191818155,3375.082682087478,4644.44834782997,9783.899520544657,7007.183333039174,6057.350540441586,2811.132896188051,5874.530963107262,7034.719616332166,10038.66230114595,6232.979292299841,5970.367494175089,6493.150647846475,4996.506382280671,6331.109979797841,6040.971722572885,10190.38380067835,3314.270779783795,3096.7689295396767,5602.808794318815,6649.155029069778,4068.9278378206736,5621.160675030322,5163.5404217489895
Carcinoma_AGSCC_2_3_linfoides.csv,2379.5489897066736,5827.796105834366,0.0,2824.5883170557136,6840.323115577411,5290.734134834446,9142.406939432629,1771.6511512484808,1675.5852267429043,3920.2829349883655,2181.2900231484173,6082.957454498469,3815.17292197676,8810.464978436585,2292.26635907841,5564.22595288083,6418.4728348887365,1026.9819477348838,9540.734861227118,3919.4613393301274,6215.188680278389,2021.2974512760063,2041.5818184384539,2124.3738321321025,1588.4362890347818,2452.9761659807737,15453.291774617299,2543.814977435705,4216.199396689805,1327.3097428972108,1825.983845794528,8764.453633884426,1141.3902241898436,2128.278957717017,2154.210668233827,4432.381252924619,3999.935145713957,7540.553019165075,2402.2187530816427,11668.693363451617,2753.9385144722205,5106.246916708547,7906.318403364275,808.8236269224974,1377.5198122156048,953.9960789912035,2192.2121658405417,2092.7710430656107,2361.8525891639065,2494.6901679504313,9548.68393472139,3036.251873299658,10597.056952787188,6027.883023642844,7449.713681655688,7613.533796816355,5710.083750078585,1717.3546192756062,4909.420979098883,5006.686539533363,9594.093826832051,1597.6358767894517,2032.7451127923887,7382.836948502204,2537.272550412669,1781.73250277764,5140.279100080428,8828.83920018935,584.4375247781956,7780.356427161886,1178.8141680397573,2570.245452364244,1961.3975585224757,5815.320977981784,3641.1515081691978,4240.200431550093,1509.356619327569,2495.0468029803264,8004.672316481953,1146.4177682754316,1634.7834101545855
Carcinoma_AGSCC_2_40_linfoides.csv,489.85108555049544,6458.281412143576,2824.5883170557136,0.0,9421.412361230668,6697.6798602342815,8180.873146639194,1456.0199809665917,3867.6304917581538,5732.080582024283,970.9271921735779,7469.408212643055,6417.176825152721,7776.963889284636,532.3219579773036,7383.941167872609,6916.759160537191,2770.995548607831,12114.118327686205,4950.191749433325,7415.532617468714,2336.25497194492,807.6534251287303,4306.526174226264,3670.422852677039,672.2870531527511,17937.78561394322,1017.0676314175573,6793.7305138717265,1785.480294559946,2440.24083676362,8614.045491857409,3250.772983625378,704.5682730942206,987.9578264866864,5423.235927161699,5069.271801859657,9056.119445233582,424.1418489742345,10625.08154749768,4120.550709619338,7681.707267342753,6918.192189269384,2771.86935495832,2135.6247749487584,2709.0294275887527,1136.9208075968004,799.8974504591258,764.3383009818489,4490.071383660376,11972.97780141084,5106.730306992552,9445.703347612005,8411.051433326787,7716.014755925879,7940.0689172587,7663.938417061735,1303.8251454038198,6437.973691563002,6989.527624458335,12011.393820977943,2426.6424947242217,1097.0896249533243,6711.809431144331,583.9086957612568,2870.0552003414296,7023.242313117079,7821.488259573374,2976.8909022656167,10473.156878160944,3366.18754577699,254.34286469146946,886.2293836600759,8101.392982956184,5469.31731386712,5167.753998849415,3879.362541792344,580.8856548517256,9260.14350855555,2173.704825557545,3691.088636650382
Stroma_ad_Dysplasia_FAAGSCC_13_9_linfoides.csv,8993.508397571753,9731.243333474322,6840.323115577411,9421.412361230668,0.0,7801.102188187784,14626.270340684592,8394.40315163071,5853.3752512414085,6541.49596856683,8880.407797687985,9189.018189249511,3245.765596212272,14237.75454950343,8889.090403253364,7744.132968024872,10514.497594403785,6863.807101570758,4716.655703438613,6949.565230814713,9386.852761340246,7876.633468849676,8639.889642739045,5357.889643356105,6011.994760577,8911.204301826505,12577.897529382888,8829.144270938063,3132.6268366935237,7671.709763068458,7909.586869047764,13767.32154308414,6861.136924940936,8718.296623606386,8520.286283859401,7389.8927035470515,7271.5720487192575,9472.987503693066,8998.544543061402,17226.239542942352,6177.086659029542,3019.416226934594,13203.122290197914,6700.603262100323,7804.923831219573,6934.995671751769,8801.120249069096,8624.620389848978,8821.869895674268,5853.6677018220325,6770.034861280819,4753.524759366905,16261.940287460571,3394.79519385772,11291.129169961181,13129.37176946573,7569.45785068552,8134.02856773467,6980.621821879205,5696.391793891521,5946.111286121832,7578.556295678934,8660.513139541861,12246.000513615776,8997.866866122908,7672.804375237256,6624.623213492537,14387.633980880064,6600.108002327594,5218.2533813511145,6250.655495190606,9167.069496539198,8542.432859395101,5644.623859610642,6499.714152561599,6951.970761465106,6013.987134032701,9285.800055027581,10010.673853296803,7437.912119533652,6221.074054048372
Stroma_ad_Carcinoma_AGSCC_2_7_linfoides.csv,6640.439073879149,2779.587109080025,5290.734134834446,6697.6798602342815,7801.102188187784,0.0,7157.239431790699,5961.321112366481,5852.660347492603,2042.2947040887952,6854.568095909503,1986.031509245248,5357.538471496111,6734.207076105715,6329.423470631316,7637.730100524788,2986.718801480463,4612.271212476803,9061.97537291003,2790.8108862994013,1960.29265188297,7217.095698767523,6057.103018205368,5159.72303518986,3957.947567501819,6026.023222878901,12075.973033905659,5701.583390855672,5178.035487732547,5768.656171517655,7025.693616875786,6227.66330667462,4862.61720327521,6288.955153840796,6051.420103877268,1799.8616779344186,2326.1621251842635,3545.507439128095,6437.858260828739,9889.546314397387,2716.624409255013,6354.78543551414,5631.160089277137,5572.096150973191,6440.490900345738,4762.071417266096,6431.620583101883,6317.7435856014645,5944.259530301267,3058.74026167602,8064.466506255879,4002.725304090887,8966.498245696428,5399.656016154217,4564.070092846774,6230.823850895241,3395.3027676020215,5628.494987692249,2640.730639396357,3227.7192583457945,8528.20423023278,6797.166736666585,6264.204030776368,4607.754098512262,6113.8173710568135,6894.543098021104,8834.753377396672,7007.538503447477,5090.04479138806,6040.118985196059,4302.351645194481,6570.508427888547,6234.338914639637,9053.063427897276,2031.8242178359208,2232.513701433109,4740.777865361119,6920.795140159598,4866.366488480476,5198.685361215181,3998.8429949689253
Stroma_ad_Carcinoma_FAHNSCC_14_3_linfoides.csv,8287.101598272406,6265.970593788755,9142.406939432629,8180.873146639194,14626.270340684592,7157.239431790699,0.0,7962.236488163913,10639.63521354462,8718.847836688468,8556.443223384607,5969.716073129482,11871.126005750602,770.1177147307203,7914.712167650538,12617.745095468423,5231.540034023228,8466.418579308862,16072.37282473411,8767.657669066171,6245.530246304165,9619.558815718694,7648.946647629255,10593.592342802769,9157.350310164566,7644.153862545222,16396.095299144028,7164.847229295652,12040.793444935838,8620.294671221327,9855.171223669195,1458.8962932298073,8654.483318856514,8090.195578730059,7994.053044952391,7805.599814365466,8150.837363665605,8573.329636751938,7955.533189447237,2967.299255474532,8523.076260228712,13132.952969666903,1964.7658636096955,9362.554183564482,9330.170159256231,8824.321389626644,7946.582621493842,8073.515291717685,7733.518605684068,8905.0451720326,14766.640557336901,10294.513621824763,2231.567365250681,12510.957602083427,7077.714170222589,2853.3756982693303,9493.406946767309,8251.636090213096,9226.093469198386,10258.061951459596,15571.465360812905,9667.628277354654,8076.983332051948,3686.420847560552,7597.003175007739,9955.525687816189,13680.709499915069,694.7087254867822,9438.734283278654,12417.982656998722,8814.548254412928,8053.701714293453,8278.102205367555,14212.536086410459,8683.370633452656,8551.886819044934,9662.249558077456,8439.326674029297,10020.631950074321,8611.68921121083,8864.389872838115
Carcinoma_AGSCC_2_7_linfoides.csv,1008.3035746336072,5787.8596129854395,1771.6511512484808,1456.0199809665917,8394.40315163071,5961.321112366481,7962.236488163913,0.0,3204.6539433338003,4721.409868708686,923.1544165099664,6735.062070288635,5369.195354465593,7552.849903695828,1080.13976181558,6637.356892226565,6410.043912391769,2033.431356507226,10981.259313571962,4177.658747078793,6731.684475129219,1781.4290007834422,895.2977516074736,3776.561070677232,2999.1770741128275,1239.4634157793535,16730.21771534779,1014.3244893535469,5801.736597265906,1449.0531487731052,2113.7909089028913,8129.056894375748,2130.783462796013,982.210710237327,1057.4764462763374,4753.685055316547,4397.893782120623,8294.760357664303,1032.271106287214,10417.598923369374,3382.3123921163815,6521.265589642541,6721.033350080173,2129.058710845171,1600.2780262619292,2166.2129173082794,720.9416613554043,886.5236246411527,1188.9204517185922,3477.3883801571365,10848.79906810101,4388.239610042991,9265.207942216499,7353.527544150698,7320.103729319179,7261.7387906412205,6530.715314694924,1192.1773771679382,5567.08824144987,6035.031229662052,10917.516044809305,1884.2074233284422,632.0867653989062,6457.448897643806,1322.1352625420736,2445.44544623245,6386.398808653355,7597.109301760854,2160.2446797144116,9107.548896750151,2314.161648362483,1201.6771162751222,767.0652845219954,7216.670185089388,4393.4201516825415,4611.697355382234,2859.2570081643516,1133.5010635864978,8511.477773571025,1687.8682530436743,2675.84266169224
Stroma_ad_Carcinoma_AGSCC_2_2_linfoides.csv,3379.442579981527,7033.356119566395,1675.5852267429043,3867.6304917581538,5853.3752512414085,5852.660347492603,10639.63521354462,3204.6539433338003,0.0,4458.722142249184,3121.5624795327635,6684.8542512265585,2973.7903041598306,10309.614936406679,3353.928275975276,5085.90969897139,7618.3801783586305,2382.9880324612377,8573.348320866899,4781.300790594083,7188.518713680293,2464.4899966170888,3341.4279336974405,1276.1589515794708,2198.892500420898,3546.9864472770205,14575.169598294673,3961.6861414977466,3446.582243417007,2469.391941940872,2406.26882685911,10220.594215811716,2202.7458237566643,3177.9378786496595,3218.534143220357,5331.450376480235,4819.780120555836,7970.757786407467,3445.714557366543,13167.769111431926,3572.5673848503784,4167.047050354245,9405.263981905246,1539.1662816781243,2090.758364987997,1927.2462904713852,3667.8619216210836,3083.9124690766757,3461.863964870834,3345.6464838065776,8832.669661528756,2661.72837258687,12086.117520766054,5275.9344403813975,8647.65338951407,9052.928174758332,6261.363584715467,2752.684140403817,5438.9709216007495,4967.284149725043,8882.052085001267,2067.8133383290337,3470.137952969223,8854.090736774235,3637.697901326568,2387.771233303073,4232.603584780751,10325.06688037536,1420.7172363797126,6922.302300317142,2222.3453295891563,3613.2876270666848,3032.1333747063077,5062.431435565572,4176.44415795697,5040.551410151087,1709.1257776543112,3601.0395251709465,8712.866254334656,2227.2077841089003,2044.1564156471284
Dysplasia-Stroma_FAAGSCC_13_1_linfoides.csv,5532.706822189855,3292.638910372769,3920.2829349883655,5732.080582024283,6541.49596856683,2042.2947040887952,8718.847836688468,4721.409868708686,4458.722142249184,0.0,5630.461121961666,2974.9492665741473,4112.619524797261,8270.689324535824,5222.566250934791,6307.1477974475465,4184.989316126159,3232.5602737997087,7527.448228075777,1370.181170403927,3098.1764509240297,5843.604637329833,4951.7511762048025,3870.729073782687,2587.2647676821703,5061.707410029591,12586.76841100394,4724.8638225897885,3918.76442788988,4449.7272190528,5643.5983463356915,7788.232328063001,3502.3409071379115,5127.480194681557,4889.118267339848,1305.2511234108076,1178.68680363441,3782.5883955167146,5331.632305480266,11459.709337984326,1823.4299854762542,5106.026857957311,7155.695400713625,4207.302288387044,5081.386439976903,3393.180487831914,5280.80774497361,5155.039873685382,4974.039906514946,1642.2662776260065,6656.274647583696,2872.1359461293364,10534.455184007627,3970.007141389934,4785.41347143239,7706.602062210702,2374.001021496127,4478.238208587842,1285.1092201642018,1851.2777520743912,6988.959020649356,5429.691923666002,5092.314521596791,5929.743174479877,5148.407339608204,5511.809132863424,7474.469471664087,8577.06101699458,3700.9725838185304,5075.509683744243,2923.0140908190097,5500.545344220625,5001.152265320719,7652.329633287486,717.3748954976967,1182.3313576618652,3402.004636027209,5813.937920463073,4309.709252233046,3818.54841057301,2653.709969868327
