,Carcinoma_AGSCC_2_10_tumorales_linfoides.csv,Carcinoma_AGSCC_2_11_tumorales_linfoides.csv,Carcinoma_AGSCC_2_12_tumorales_linfoides.csv,Carcinoma_AGSCC_2_13_tumorales_linfoides.csv,Carcinoma_AGSCC_2_14_tumorales_linfoides.csv,Carcinoma_AGSCC_2_15_tumorales_linfoides.csv,Carcinoma_AGSCC_2_16_tumorales_linfoides.csv,Carcinoma_AGSCC_2_17_tumorales_linfoides.csv,Carcinoma_AGSCC_2_18_tumorales_linfoides.csv,Carcinoma_AGSCC_2_19_tumorales_linfoides.csv,Carcinoma_AGSCC_2_1_tumorales_linfoides.csv,Carcinoma_AGSCC_2_20_tumorales_linfoides.csv,Carcinoma_AGSCC_2_21_tumorales_linfoides.csv,Carcinoma_AGSCC_2_22_tumorales_linfoides.csv,Carcinoma_AGSCC_2_23_tumorales_linfoides.csv,Carcinoma_AGSCC_2_24_tumorales_linfoides.csv,Carcinoma_AGSCC_2_25_tumorales_linfoides.csv,Carcinoma_AGSCC_2_26_tumorales_linfoides.csv,Carcinoma_AGSCC_2_27_tumorales_linfoides.csv,Carcinoma_AGSCC_2_28_tumorales_linfoides.csv,Carcinoma_AGSCC_2_29_tumorales_linfoides.csv,Carcinoma_AGSCC_2_2_tumorales_linfoides.csv,Carcinoma_AGSCC_2_30_tumorales_linfoides.csv,Carcinoma_AGSCC_2_31_tumorales_linfoides.csv,Carcinoma_AGSCC_2_32_tumorales_linfoides.csv,Carcinoma_AGSCC_2_33_tumorales_linfoides.csv,Carcinoma_AGSCC_2_34_tumorales_linfoides.csv,Carcinoma_AGSCC_2_35_tumorales_linfoides.csv,Carcinoma_AGSCC_2_36_tumorales_linfoides.csv,Carcinoma_AGSCC_2_37_tumorales_linfoides.csv,Carcinoma_AGSCC_2_38_tumorales_linfoides.csv,Carcinoma_AGSCC_2_39_tumorales_linfoides.csv,Carcinoma_AGSCC_2_3_tumorales_linfoides.csv,Carcinoma_AGSCC_2_40_tumorales_linfoides.csv,Carcinoma_AGSCC_2_4_tumorales_linfoides.csv,Carcinoma_AGSCC_2_5_tumorales_linfoides.csv,Carcinoma_AGSCC_2_6_tumorales_linfoides.csv,Carcinoma_AGSCC_2_7_tumorales_linfoides.csv,Carcinoma_AGSCC_2_8_tumorales_linfoides.csv,Carcinoma_AGSCC_2_9_tumorales_linfoides.csv,Carcinoma_FAHNSCC_14_1_tumorales_linfoides.csv,Carcinoma_FAHNSCC_14_2_tumorales_linfoides.csv,Carcinoma_FAHNSCC_14_3_tumorales_linfoides.csv,Carcinoma_FAHNSCC_14_4_tumorales_linfoides.csv,Carcinoma_FAHNSCC_14_5_tumorales_linfoides.csv,Carcinoma_FAHNSCC_15_1_tumorales_linfoides.csv,Carcinoma_FAHNSCC_15_2_tumorales_linfoides.csv,Dysplasia-HG_FAHNSCC_15_1_tumorales_linfoides.csv,Dysplasia-HG_FAHNSCC_15_2_tumorales_linfoides.csv,Dysplasia-HG_FAHNSCC_15_3_tumorales_linfoides.csv,Dysplasia-HG_FAHNSCC_15_4_tumorales_linfoides.csv,Dysplasia-LG_FAHNSCC_15_1_tumorales_linfoides.csv,Dysplasia-LG_FAHNSCC_15_2_tumorales_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_1_tumorales_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_2_tumorales_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_3_tumorales_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_4_tumorales_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_5_tumorales_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_6_tumorales_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_7_tumorales_linfoides.csv,Dysplasia-Stroma_FAAGSCC_13_8_tumorales_linfoides.csv,Dysplasia_FAAGSCC_13_1_tumorales_linfoides.csv,Dysplasia_FAAGSCC_13_2_tumorales_linfoides.csv,Dysplasia_FAAGSCC_13_3_tumorales_linfoides.csv,Dysplasia_FAAGSCC_13_4_tumorales_linfoides.csv,Stroma_ad_Carcinoma-Dysplasia_FAHNSCC_14_1_tumorales_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_10_tumorales_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_1_tumorales_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_2_tumorales_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_3_tumorales_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_4_tumorales_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_5_tumorales_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_6_tumorales_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_7_tumorales_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_8_tumorales_linfoides.csv,Stroma_ad_Carcinoma_AGSCC_2_9_tumorales_linfoides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_1_tumorales_linfoides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_2_tumorales_linfoides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_3_tumorales_linfoides.csv,Stroma_ad_Carcinoma_FAHNSCC_15_1_tumorales_linfoides.csv,Stroma_ad_Carcinoma_FAHNSCC_15_2_tumorales_linfoides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_1_tumorales_linfoides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_2_tumorales_linfoides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_3_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_10_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_11_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_1_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_2_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_3_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_4_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_5_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_6_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_7_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_8_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_9_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_1_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_2_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_3_tumorales_linfoides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_4_tumorales_linfoides.csv
Carcinoma_AGSCC_2_10_tumorales_linfoides.csv,0.0,1737.7103094875506,2295.948611077914,1225.4408241057602,1280.070140322217,1392.5324791913943,2062.2522733516475,1401.854674550172,1549.4275233863252,2194.322930337081,6369.855611138365,4394.4879222857635,2944.4230930974336,2355.7567809855313,1371.8512984101053,4167.539492573523,4721.649057018332,1657.1475792277233,3107.0979266145196,1206.9484677671269,935.3556430964977,3805.7057119957053,963.6110153730158,1792.3415901474227,4671.707291005342,2357.3923422082994,1751.8240165544048,4966.12789366529,3087.2540481540323,1990.6288958399516,2914.53858695393,3030.681814510876,3471.44332848801,2897.5662891451034,1615.6856505171884,1867.0302671194106,1617.7926424549064,2292.7628684063625,1670.5960863158593,1044.3022573356354,4917.974154945533,5629.251498985493,7473.701032767054,4186.991636543656,6681.514555311915,10737.849701135956,11433.514246367968,2585.8190262635503,8108.054952520014,11775.513865829602,13610.168912156101,15804.10593499529,14365.74439113092,6601.49815386681,13962.317133206448,12528.122157033613,15055.290216869584,8581.587722706745,14582.10864785609,9587.744654027028,19225.680081029797,12631.766229894847,14943.129288417033,6722.747982903231,3010.2004264868388,14154.197439617215,17581.44402308832,30760.9824508067,29831.759465569292,27710.13574041324,24896.344992253606,23394.38007304104,25614.31394550711,24365.276290686517,28009.658299196846,27827.060441896036,15038.12043273867,16500.940506007813,16151.614234206101,23353.602756205102,29750.467119298617,22684.65644123824,24756.924123960962,28983.94263665342,33732.969663288895,22691.53059191954,33308.00686103552,29825.837959518245,38264.54200623064,32899.01934087919,35614.57919893241,33643.62250006954,31662.860543068113,34147.29409439287,32615.30130769058,25979.658484805594,19071.814221788358,17314.416577660206,20881.592023810357
Carcinoma_AGSCC_2_11_tumorales_linfoides.csv,1737.7103094875506,0.0,3455.3297475621453,1129.4585713438205,2484.417693557014,2644.670690731522,2287.904481410459,2719.0967570299813,2979.9402065313284,2165.6820371593767,6685.15253865658,5451.196085668206,4275.132760914413,3356.53973857213,2730.4110008545736,3993.1997179312375,4337.606744115209,2984.3073869775694,4173.067690353181,2645.301316614837,2037.3845752397815,3906.628597845926,2216.325157640679,2080.3977456961716,4508.279752997803,2753.725022219591,2303.3363522033874,5876.844490112206,4433.632964777572,2367.0206990468787,2214.860653739035,3989.647658913779,3995.204082166421,3025.606204218906,796.8199998852114,1535.5210944979265,1378.7163159379274,1667.8207748819193,1249.5747408067994,1486.2645322874662,3836.939086322489,4497.107260178273,6086.390644026024,2905.3045155456143,5150.058354378011,9253.357724987221,10188.22224189243,1441.8025292520772,7488.271933056621,10944.481476807436,12570.476837746359,14462.625778485488,13131.34326208864,5379.841218956931,12428.607115882505,11028.420907553244,13599.12259510836,6973.370179218347,13250.175371297983,8235.610077311825,17994.58439499932,12739.914724174585,14909.850087188419,5957.324809921766,2081.0721718852137,12632.14238501298,15987.76548787145,29265.441493665345,28333.453569020505,26239.102595763376,23397.60955809687,21857.258927168088,24118.582446948643,22855.469183708065,26525.63420595082,26390.34763402768,13501.06411511435,14969.67383010495,14617.06470158131,21808.18231622868,28214.67118655545,21143.89948811004,23213.54870513819,27448.802520588913,32234.724939020954,21161.770259060024,31971.448797358167,28363.511244425543,36714.223315892756,31459.450223701257,34106.35419240603,32100.74025974157,30136.218474292495,32603.8677868161,31131.679037462738,24440.32372679418,17536.134443081824,15794.998457724738,19346.64468768491
Carcinoma_AGSCC_2_12_tumorales_linfoides.csv,2295.948611077914,3455.3297475621453,0.0,2868.489196407102,1070.261786719367,1034.5996571419405,4166.108277863315,2706.292641396897,920.2736759138699,4332.777391800635,4787.703446341275,2153.597138830266,1047.8553337791725,1024.1605982734159,1428.6200753934515,6360.077982076851,6983.726659591489,732.6331658168709,1090.7578673181572,1447.6300750795092,1650.584407911794,3457.365617162225,2585.6096076713275,3915.5813915266285,6818.593384388802,1845.513214271871,1683.5697741944434,2745.7429663389107,1329.386323612574,3963.016358405753,4525.778625777139,1316.4583408121541,2258.666344712387,5045.672364620682,3524.0928449805097,3943.877408036739,3808.2767570820097,4485.951455777256,3849.3056708889317,3238.4871961321,7070.463538914639,7738.976497701344,9335.546005386106,4488.161021696346,7989.416080597052,11044.736526109295,11423.243913404584,3548.72492723825,7450.582658315314,11116.329975398357,13273.948496540266,15860.82581569552,14293.48472283421,6723.685672778432,14353.507087094093,12859.839632751029,15273.053726936814,9863.749404893464,14603.939797600468,9786.095357272345,19098.50458173774,10915.14720598434,13308.033674420543,6235.36518694269,3279.3967652443757,15302.982565858365,18630.009912421043,31876.412898852857,30927.17410094301,28900.955478753167,25988.086130871478,24265.550112159366,26734.924906000495,25401.16040792465,29171.318476963283,29062.306207967402,16232.83233932215,17486.629352042975,17211.958464076688,23954.40050380823,30625.05876419529,23326.6836842516,25394.874967232583,29846.281066934345,34825.44492940642,23620.813326441927,34647.048633240236,31025.769962084167,39142.342369425125,34131.80385247577,36649.10140278949,34117.91607071505,31938.95941561465,34707.12383414988,33775.01633258439,26650.46014449763,20027.94901204766,18335.288379076595,21777.853795326628
Carcinoma_AGSCC_2_13_tumorales_linfoides.csv,1225.4408241057602,1129.4585713438205,2868.489196407102,0.0,1860.4600233194255,2020.9868860086167,2019.881702499605,2180.95256460162,2310.6044448516423,1977.0408756846173,6440.393211682109,4910.33016063615,3672.0290437182407,2889.274873759717,2142.1952399306247,4051.5018728982086,4546.400219717984,2404.2031133417613,3694.470187475632,2014.5858730108691,1295.4935806883686,3796.4703832429323,1670.9895415133747,1729.0918167820755,4571.988036419788,2503.177788890664,1901.5308389348706,5386.38095282023,3801.8208859510232,2029.7206278957103,2039.1921998499208,3344.0364564793726,3751.643464165957,2839.565204820271,916.7766616958395,1393.7544314110858,1251.0210940883753,1869.6661691206853,1281.7374049095215,1066.3599101860998,4479.375918657827,5166.65660007518,6703.398585574973,3508.80260870996,5877.8802322304045,9783.30497242924,10636.541385694356,2048.011830631955,7799.249563795213,11319.994505745834,12962.487674524496,14922.348533356437,13576.195061811324,5776.903509436741,12973.854972430121,11558.95458725254,14114.505017897936,7602.4174546296,13708.655457575178,8690.919935502241,18418.267102635025,12719.584754886697,14954.6425919342,6410.790356915675,2577.3036480161836,13334.794200757235,16696.789446982846,29957.532360034562,29019.959862915995,26944.290759122185,24082.484609305968,22485.302155898273,24812.27791463515,23519.892273887217,27229.034659168366,27091.587947860746,14289.672083888338,15685.117788279313,15327.041832243787,22372.01947350449,28841.123175864188,21714.330793285488,23785.211903597916,28077.56387406202,32919.43105870791,21799.624312867585,32660.449554431347,29066.79279503237,37358.46300487298,32160.365792917313,34772.81636543942,32647.857895874957,30684.76196170112,33162.12689950216,31834.500020657135,25020.91468762712,18227.96790808861,16482.755818818896,19978.266362635968
Carcinoma_AGSCC_2_14_tumorales_linfoides.csv,1280.070140322217,2484.417693557014,1070.261786719367,1860.4600233194255,0.0,732.9640269766172,3191.5976944643344,2117.3331513571084,760.4327156007054,3340.76276040794,5359.620424276654,3133.262786686204,2005.8683125812113,1601.92112213283,1222.50268574414,5378.731694711919,5978.068063872956,814.5919514340486,1903.171292066122,1117.9523478375284,899.7042043502696,3054.532596920332,1791.3756279482325,2932.559693902168,5858.889886786475,1584.1827469806208,1090.125568677175,3712.6894329915776,2197.0959769211518,3036.885077199993,3519.466079268158,1801.9801756405047,2424.90348509968,4072.0273850479653,2515.4258797260454,2944.2093884039305,2781.8727755510217,3456.616316098236,2830.6347478258267,2214.3996152354744,6047.767120264101,6729.972947286853,8395.86456230845,3988.3247295861984,7236.59721570545,10588.258798010698,11104.195776284248,2752.7604548753093,7442.926681831855,11139.362739991626,13108.623450223684,15516.948176641317,14011.848127855717,6316.281953460659,13875.79094515416,12392.271569162356,14856.84006632885,9014.24144115709,14273.275720137148,9367.072815785816,18845.745591781095,11622.441503095264,13972.878151501634,6112.213878463368,2734.356186416917,14627.350729029058,17984.246322983126,31296.350745898424,30348.80509224366,28321.382782585115,25409.150662865864,23695.90684093972,26154.14454979653,24823.41498716175,28589.736259712416,28486.204156405638,15560.990139105115,16881.966346555317,16583.290656195815,23429.312826829853,30054.80455587121,22792.968207465707,24863.714671811544,29276.907920846956,34247.87583040771,23048.059106949597,34068.70416527064,30446.525414027583,38566.5869014927,33555.58013330859,36075.24929770613,33629.173400229825,31506.012368814383,34194.71657336011,33193.28183152926,26114.547106243048,19440.106304020006,17757.41333098044,21206.375172155884
Carcinoma_AGSCC_2_15_tumorales_linfoides.csv,1392.5324791913943,2644.670690731522,1034.5996571419405,2020.9868860086167,732.9640269766172,0.0,3345.788379054368,2055.2931385521574,669.6210328039666,3476.273029529871,5333.966576299466,3027.758838639499,1687.2736518455183,1277.144735642419,565.1895745076259,5526.290548133774,6101.061399813412,671.3489135782106,2000.5757331890227,858.0178642878731,1009.7454217220356,3580.0550907038137,1902.7671632436823,3087.5910625711986,6018.589731858947,1932.22679057911,1544.3114707385514,3593.2275313294276,1840.1116656451265,3190.5781748748745,3802.9786307849413,1930.1937308944823,2750.785072728804,4223.4593657661635,2654.9109274151883,3043.3318748433962,2886.2349027727328,3563.005592562307,2926.898605002671,2328.940874550539,6179.4237309703785,6859.644227586139,8501.748163153869,4231.6180925672,7313.397856062572,10829.691323649153,11342.25677305739,2919.0449361037786,7667.188567800437,11358.342322521481,13346.089847418096,15751.23673389197,14253.329361239797,6552.485700766033,14101.07715883217,12628.013997194756,15095.197074754782,9244.923721710564,14510.703054320451,9604.316125469342,19090.441220963177,11527.46617382553,13905.944762993913,6343.76423869703,3044.6529220236,14698.401202415846,18061.140020292074,31218.099928923442,30280.348033054994,28211.02002595422,25341.965953112074,23751.445020890544,26072.96583697808,24787.58629153668,28491.100080340704,28362.487471466597,15602.676468894086,16911.73845031716,16605.78829774918,23600.457286749497,30104.535208044384,22949.867570685234,25025.295135114626,29339.627985534655,34179.562296867036,23064.77290034851,33913.19518377289,30334.170591323586,38631.45351095308,33430.05129030154,36037.15365329513,33835.03805708703,31754.532198971046,34375.951676527664,33096.37964961797,26262.731701211014,19459.458474517178,17729.23797933346,21240.472034451555
Carcinoma_AGSCC_2_16_tumorales_linfoides.csv,2062.2522733516475,2287.904481410459,4166.108277863315,2019.881702499605,3191.5976944643344,3345.788379054368,0.0,1783.008682900707,3366.3829821443574,506.9700164441934,8413.017082551922,6280.919508019407,4752.55906543892,4380.095252017051,3354.6496527861477,2217.596967498141,2838.760429827232,3507.07353759619,4988.072113048535,2851.4402763274456,2823.9086571368034,5516.700238157746,1771.2422451599577,618.0668525949826,2711.0176579209865,4304.11030085303,3723.562005996807,6886.715394660435,4884.991293327835,631.7886614828336,1769.9103073883891,4981.8765906466315,5386.659668760973,925.0977377642533,1689.4288415617696,922.0698105400229,1040.3307652276872,1019.0763463180638,1219.7659070025634,1190.1861535345017,3306.706547564809,4069.635347231337,6392.98246153633,5074.129342435701,6265.642369810779,11125.036176659398,12291.588634295807,3475.8719799742735,9705.367680277575,13155.909640372116,14730.786009970469,16462.724083860907,15177.477604431559,7549.41118973353,14061.349237616378,12799.282676060355,15422.69765239131,8140.264094189499,15236.735738861664,10269.83478163375,20030.403576483008,14657.396722345164,16921.279731268238,8171.374206250875,4286.344192291773,13614.529026251601,17118.038240299353,30182.837387654046,29268.21738769302,27109.00934032478,24338.984034218993,22954.274132810162,25041.882700971968,23850.530747000455,27414.107459329447,27197.89059616151,14511.647963483543,16051.878149588543,15680.599821199126,23129.888053212548,29316.44802841744,22418.138337215016,24485.73618043413,28544.766183046555,33174.90358264265,22230.489745270217,32648.22669966864,29209.51731549093,37813.96840609819,32272.544736782,35086.56869585531,33506.8424141015,31757.893834146296,33929.9167783865,32018.59819117366,25670.732248987853,18619.151804819932,16816.164596051254,20439.081517876046
Carcinoma_AGSCC_2_17_tumorales_linfoides.csv,1401.854674550172,2719.0967570299813,2706.292641396897,2180.95256460162,2117.3331513571084,2055.2931385521574,1783.008682900707,0.0,1890.0277024990685,2149.4344866420756,7340.627701174434,4827.066871637324,3233.4604990098096,3165.211022845621,2022.7288570924547,3721.58346751221,4421.183804471827,2150.7405420267796,3634.1444666215048,1475.6002349359217,1735.5177401927685,5095.558607805098,871.9507199520364,1599.353251503416,4198.589007930735,3646.447741449906,3071.4763218967228,5428.49395564867,3360.645388975024,1596.3044649852427,3333.843263081042,3627.7106439236845,4470.832431004522,2468.3987987672986,2298.1701492606585,2078.9400372352593,1829.5636612736064,2419.4001535387442,2034.9485848339523,1456.0811365868642,4909.719856455125,5656.433786525547,7810.523464983747,5270.28644921871,7354.125271457872,11715.325177284129,12567.903802775521,3744.220629517174,9391.863559362686,13047.082502952479,14845.193731234009,16891.63466119244,15522.821864869638,7721.6983987009535,14858.08082905948,13488.0315712316,16060.693158142703,9321.566599740534,15679.69797942706,10658.110605277372,20386.228000001385,13548.35135396298,15936.650422262504,7997.184308656931,4236.205513142335,14750.71476811289,18211.8257092856,31174.958490335215,30266.883470399087,28087.77229371581,25342.816811132598,23986.824492828535,26038.299347672546,24865.80297294542,28395.959075036826,28153.899254733362,15620.48840664914,17101.069726675174,16734.4285664843,24102.873241917663,30347.14088762303,23408.665517464564,25480.962093445705,29575.822090507598,34175.02551981555,23259.901332887795,33567.57294288508,30177.813368369727,38845.89664402384,33230.8389513377,36096.7907473917,34445.14953641607,32590.456738830268,34905.998762271476,32997.78973837809,26681.278026138276,19652.78694086107,17837.605708519168,21469.98576118098
Carcinoma_AGSCC_2_18_tumorales_linfoides.csv,1549.4275233863252,2979.9402065313284,920.2736759138699,2310.6044448516423,760.4327156007054,669.6210328039666,3366.3829821443574,1890.0277024990685,0.0,3560.82460070001,5670.294283904284,3004.0747868162116,1451.2355224387463,1486.9376724019003,997.2471699685174,5548.449444681454,6196.022105894764,608.6039936129827,1872.4825406345856,664.7815300719939,1269.089569428314,3754.724421785767,1718.0252466820857,3113.36912308079,5975.847503940838,2208.4707787934185,1803.6528304992707,3609.9133125447656,1626.5455327697916,3128.970329372541,4018.46079178928,1905.4395034015386,2892.245065684537,4242.274249211272,2928.6845298258104,3267.3044142414647,3090.725637003147,3788.372216814247,3141.0770759436955,2499.8518966318306,6397.020465952432,7086.605370341538,8838.095241394407,4594.163014368895,7755.5387498337905,11200.609256582185,11717.455570316537,3247.355671827733,8021.864989056612,11715.998267399915,13711.957361437255,16135.100764017523,14624.89803137654,6930.759693513803,14475.462081295906,13000.628021878905,15469.927854034566,9629.960333106186,14889.608291796276,9979.514666775272,19460.388948955937,11787.55790647932,14184.466491373105,6700.408254795146,3360.034594117389,15167.21270274687,18542.75830728622,31768.38807637103,30828.90196522182,28757.05906417194,25890.842345020723,24242.260638011994,26624.13800056514,25325.459800405613,29040.94014838594,28900.345113236464,16095.844892752599,17404.593722740712,17104.77366112498,24008.867987838727,30598.429089746445,23367.64873149888,25440.331240841624,29826.828340064305,34728.969495101344,23579.64142292175,34433.036671725946,30880.800826080405,39125.05786301093,33969.475811301236,36574.87323344634,34219.02835670502,32128.575830776743,34775.601368091855,33646.74035743879,26686.559918865893,19976.46736243178,18258.52741244477,21743.2858649487
Carcinoma_AGSCC_2_19_tumorales_linfoides.csv,2194.322930337081,2165.6820371593767,4332.777391800635,1977.0408756846173,3340.76276040794,3476.273029529871,506.9700164441934,2149.4344866420756,3560.82460070001,0.0,8370.599068719956,6418.220492080335,4942.095799242755,4479.096217257379,3465.159621787668,2170.4635645210537,2772.656509658899,3653.2990606802814,5138.907712685501,2994.947982190662,2921.251608996307,5455.473732548785,1980.9521151666174,807.4916806631281,2668.6151084040966,4310.045075160325,3746.1584451870253,7019.3541142619815,5068.324093911612,861.3750807322709,1361.6611575187721,5032.881099368881,5362.0234872768,1033.9074862662637,1618.338569939294,793.4579887869568,983.1467764456124,1020.9260568863662,1155.4666985413855,1227.744478025482,3219.676956927458,3981.0000224668042,6129.69400290529,4914.97935818618,5963.859698440099,10781.533463238848,12017.460078475397,3357.3433857236914,9506.415945033395,12904.05267078016,14470.25573222879,16142.001893904922,14868.695842698715,7289.404883988015,13711.928885301151,12448.98818306669,15073.096419614323,7819.451059306525,14910.621148341528,9971.684100078231,19714.336996757538,14629.599971295813,16872.742931784116,8003.303605673364,4147.968669230019,13353.956255168925,16819.424855514386,29939.46918099724,29021.12158831299,26871.472016974352,24089.07668498272,22689.05506337731,24797.507551745908,23589.50403588529,27175.746490395617,26984.074454566875,14275.233189581442,15811.778321734302,15432.685694472164,22802.696593558445,29050.556986734002,22103.251058640722,24174.060146641634,28279.673251127613,32925.63082492244,21965.582019652495,32480.052972835703,28984.66064938461,37540.97890350336,32056.850825434867,34828.895987375894,33170.08964809478,31398.67155947044,33606.957468346394,31780.657670605528,25374.620463000396,18369.331862767223,16549.30890057205,20173.43138860273
