Unnamed: 0,CellID,Hoechst_1,CD4,FOXP3,PD-L1,Vimentin,Hoechst_2,IBA1,SOX2,PD-1,Hoechst_3,CD163,PAN-CK,gH2AX,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,CD45_2,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,imageid,phenotype,Delete,TDA
17,22,2610.710651828299,119.54213036565976,55.13036565977743,626.1287758346582,223.38632750397457,2770.413354531001,964.0111287758348,244.99364069952304,1152.556438791733,2400.1176470588234,587.3243243243244,3618.531001589825,1126.468998410175,2452.6868044515104,501.8632750397456,219.7074721780604,576.7885532591415,1447.2798092209855,1736.6359300476947,166.27027027027026,133.74721780604133,2123.866454689984,681.0715421303656,383.2225755166932,459.6057233704293,703.9014308426073,332.9825119236884,133.16852146263912,1017.3275039745628,403.61049284578695,8812.523052464228,11580.596184419714,629.0,34.40657799184764,23.774089588034645,0.7228785335376992,0.9559270516717324,0.6912087912087912,-0.1426037791837299,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,HG_dysplasia_and_stroma_FAHNSCC_11B_3
94,108,2569.9597156398104,104.52843601895736,54.21800947867298,619.8862559241707,44.2914691943128,2735.059241706161,407.87914691943126,263.1943127962085,1125.5781990521327,2233.6635071090045,460.9478672985782,2861.2535545023698,1102.2464454976302,2451.4431279620853,473.7345971563981,153.13033175355451,127.6824644549763,1525.196682464455,1564.718009478673,166.69431279620852,158.59004739336493,2183.2464454976302,1332.7061611374409,495.0236966824645,457.4478672985782,682.8672985781991,323.9454976303318,119.19668246445498,992.5781990521328,404.67535545023696,9257.798578199052,11985.905213270142,422.0,25.36936817552911,21.18481972814005,0.5501663532167596,0.976851851851852,0.7977315689981096,-0.8165263254130225,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,HG_dysplasia_and_stroma_FAHNSCC_11B_3
95,109,1634.229020979021,98.72377622377624,45.40559440559441,617.8531468531469,28.083916083916083,1808.522727272728,463.9213286713287,232.7237762237762,1119.8426573426573,1922.6975524475524,444.8916083916084,2380.7412587412587,1094.4003496503497,2375.361888111888,475.3758741258741,194.74475524475525,154.1486013986014,1546.9842657342658,1520.2342657342658,167.1153846153846,144.92832167832168,2364.1625874125875,204.04195804195805,2694.466783216784,455.1468531468532,763.8129370629371,365.70104895104896,184.38111888111888,1060.0472027972028,412.4195804195804,9374.043706293707,12354.37062937063,572.0,29.770058414496457,24.491281966802777,0.5685022752776686,0.9581239530988276,0.7626666666666667,1.4729329805848244,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG_dysplasia_and_stroma_FAHNSCC_11B_3
112,126,2605.798270893372,153.62824207492795,84.19308357348703,655.8155619596541,673.5389048991354,2326.71469740634,738.3054755043228,177.0749279538905,1145.7233429394812,1489.78674351585,808.835734870317,139.63400576368875,1090.0806916426511,1763.8818443804034,668.64265129683,595.6628242074928,457.371757925072,1110.3602305475504,316.76080691642653,155.4121037463977,110.94236311239192,1835.1613832853027,150.85878962536023,161.6628242074928,458.54178674351584,662.5273775216139,315.7550432276657,105.36599423631124,983.8904899135448,401.2046109510087,9786.527377521614,12032.475504322769,347.0,23.48809940832768,18.828192945643547,0.597853158228913,0.9480874316939892,0.7229166666666667,-1.4217475138808582,FAHNSCC_11B,HN,1,FAHNSCC_11B,stromal cells,,HG_dysplasia_and_stroma_FAHNSCC_11B_3
120,134,1863.9182948490231,75.81882770870338,38.822380106571934,619.3996447602132,38.95204262877442,2025.5541740674955,688.3321492007104,425.8454706927176,1132.7868561278865,1901.4191829484903,600.1438721136767,3976.529307282416,1089.133214920071,2059.5737122557725,566.5612788632327,241.9289520426288,140.595026642984,1243.9698046181172,2431.1669626998223,161.48312611012437,149.3126110124334,2025.271758436945,262.0017761989343,118.1563055062167,452.7744227353464,714.2042628774423,330.0426287744227,140.18650088809946,1011.4156305506216,403.2309058614565,9961.277087033748,12606.028419182949,563.0,28.538117544563303,25.18042592160392,0.4706057134399343,0.9623931623931624,0.7733516483516484,-0.4077473019686727,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG_dysplasia_and_stroma_FAHNSCC_11B_3
125,139,2186.938202247191,97.47003745318352,49.80337078651685,621.3988764044943,59.10861423220974,2507.947565543071,1244.24531835206,230.0,1123.4569288389514,2191.586142322097,523.5636704119851,3238.389513108614,1097.3277153558051,2374.265917602996,515.8520599250936,242.6292134831461,145.24344569288388,1506.6516853932585,1922.752808988764,166.7265917602996,117.88014981273407,2279.730337078652,936.9850187265918,455.8164794007491,457.2696629213483,702.9307116104869,336.0280898876405,131.57677902621722,1011.6741573033707,405.8988764044944,8982.715355805243,11713.12734082397,534.0,29.78742172558183,22.92652631790886,0.6384402475294398,0.9638989169675092,0.7739130434782608,-0.2074347257599681,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,HG_dysplasia_and_stroma_FAHNSCC_11B_3
130,144,2171.049019607843,94.39019607843136,50.076470588235296,618.7980392156862,26.5,2299.4333333333334,558.0784313725491,241.96666666666667,1135.0,2180.5803921568627,456.7647058823529,3348.103921568628,1114.856862745098,2378.3196078431374,471.8686274509804,167.06666666666666,135.27058823529413,1479.8666666666666,2217.266666666667,165.33137254901962,153.8392156862745,2133.1254901960783,867.1803921568627,599.2294117647059,451.8862745098039,719.7156862745098,338.06470588235294,135.38235294117646,1023.513725490196,405.3843137254902,8750.298039215686,11589.03137254902,510.0,26.88214096673468,24.179552646231148,0.4369922162383176,0.9695817490494296,0.7870370370370371,-0.0397737270470999,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,HG_dysplasia_and_stroma_FAHNSCC_11B_3
147,162,1384.3061630218688,109.30616302186878,52.05367793240557,613.9224652087476,14.910536779324056,1532.7634194831014,327.3399602385686,223.99204771371768,1120.027833001988,1634.9542743538768,403.4791252485089,2081.8508946322067,1089.0039761431412,2029.7395626242544,419.33399602385686,132.51093439363817,170.76143141153082,1385.0755467196818,1540.648111332008,164.91848906560637,131.46918489065607,2238.1332007952287,269.234592445328,1849.8807157057647,452.9324055666004,745.337972166998,356.39363817097416,144.3677932405567,1043.1769383697813,405.9105367793241,9045.771371769384,11926.41749502982,503.0,27.676929943096617,23.26339276784408,0.5417592385484705,0.9691714836223508,0.7738461538461539,-0.9539953117687476,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG_dysplasia_and_stroma_FAHNSCC_11B_3
215,239,1043.2714025500911,118.11293260473587,54.36612021857923,616.3460837887068,14.26047358834244,1122.2622950819673,376.3333333333333,231.04735883424408,1121.688524590164,1269.5264116575593,400.8615664845173,1890.8706739526413,1087.8415300546449,1732.167577413479,450.2568306010929,139.69581056466302,165.52276867030966,1231.4735883424407,1460.7723132969031,165.4408014571949,117.45719489981784,2122.710382513661,179.69581056466302,3831.231329690346,454.8178506375228,786.896174863388,370.6047358834244,146.03460837887067,1070.233151183971,406.7012750455373,8784.333333333334,11797.947176684882,549.0,28.22540740365704,24.7718063086519,0.4793165074988187,0.969964664310954,0.7842857142857143,-1.2533598032682534,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG_dysplasia_and_stroma_FAHNSCC_11B_3
223,249,2100.334677419354,96.68346774193547,51.935483870967744,616.3407258064516,22.391129032258064,2235.899193548388,552.9495967741935,269.0625,1134.7520161290322,2085.7560483870966,436.78024193548384,3585.8951612903224,1099.358870967742,2430.9012096774195,448.8064516129032,185.53225806451613,160.6451612903226,1501.2943548387098,1731.0,167.65322580645162,238.65120967741936,2197.147177419354,442.0786290322581,1208.9899193548388,456.36290322580646,731.695564516129,334.93145161290323,155.39112903225808,1000.889112903226,403.6471774193548,8390.270161290322,11271.770161290322,496.0,27.67791783098444,22.854035836836086,0.5640894360104528,0.96875,0.7654320987654321,-0.5246893507978536,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG_dysplasia_and_stroma_FAHNSCC_11B_3
