Unnamed: 0,CellID,Hoechst_1,CD4,FOXP3,PD-L1,Hoechst_2,IBA1,SOX2,PD-1,CD45,Hoechst_3,CD163,PAN-CK,gH2AX,Vimentin,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,imageid,phenotype,Delete,TDA
24,38,1133.91181364393,114.234608985025,54.0782029950083,310.161397670549,884.174708818636,694.901830282862,165.414309484193,274.124792013311,134.96006655574,812.094841930116,492.89683860233,4786.44758735441,232.572379367721,33.0931780366057,754.301164725458,859.003327787022,78.9866888519135,295.948419301165,669.462562396007,688.831946755408,64.8768718801997,95.2396006655574,687.519134775374,139.229617304493,3898.11813643927,76.6189683860233,699.312811980033,403.845257903494,98.9567387687188,239.752079866889,18140.3643926789,23095.7337770383,601,28.1115077243816,27.39716092515,0.224001444044321,0.97092084006462,0.824417009602195,-0.943724266301645,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_3
125,155,1477.25,166.587719298246,62.3201754385965,309.324561403509,1216.40350877193,594.783625730994,185.019005847953,274.663742690059,135.666666666667,1098.79532163743,519.154970760234,7512.13596491228,237.334795321637,34.469298245614,1110.93859649123,917.644736842105,71.3304093567251,256.182748538012,1005.83771929825,593.355263157895,64.5687134502924,89.4766081871345,1070.97807017544,145.498538011696,5512.2149122807,79.3157894736842,1086.1081871345,401.241228070175,95.7602339181286,256.245614035088,18894.0394736842,24137.1856725146,684,31.9884210711144,27.2433383751973,0.524090642240845,0.963380281690141,0.763392857142857,-0.279885370971361,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_3
211,256,2837.83159722222,213.907986111111,71.3489583333333,334.112847222222,2784.30034722222,1803.90972222222,221.354166666667,286.612847222222,137.319444444444,2752.64930555556,1000.16666666667,3850.94791666667,268.315972222222,202.289930555556,2661.53298611111,1179.26909722222,172.873263888889,724.3125,2234.10763888889,778.532986111111,119.815972222222,207.026041666667,2380.99826388889,1661.45659722222,3612.01736111111,87.3159722222222,2510.50347222222,631.003472222222,578.477430555556,290.996527777778,17942.890625,23626.4861111111,576,31.6389812948385,23.214634583469,0.679435531641226,0.966442953020134,0.763925729442971,-0.943915492037023,HNSCC_5,HN,1,HNSCC_5,Ki67+ tumor cells,,LG_dysplasia_HNSCC_5_3
221,267,1994.35823429542,126.397283531409,59.1646859083192,314.410865874363,1947.44991511036,1015.48387096774,214.239388794567,278.103565365026,135.76740237691,1993.11884550085,485.546689303905,5353.01867572156,246.599320882852,43.8777589134126,1924.23259762309,855.612903225807,108.601018675722,462.466893039049,1597.3701188455,684.874363327674,78.0780984719864,228.477079796265,1682.03395585739,323.37181663837,7807.3039049236,83.4584040747029,1753.98471986418,500.110356536503,175.988115449915,270.584040747029,17788.6179966044,23529.5653650255,589,31.0168348913264,24.3943472058505,0.617606430274669,0.963993453355156,0.755128205128205,-0.377409525641508,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_3
222,268,3169.20571428571,130.179047619048,41.367619047619,330.500952380952,3087.37904761905,1068.89142857143,293.059047619048,285.979047619048,136.409523809524,3051.48571428571,629.744761904762,2917.52380952381,271.036190476191,210.497142857143,3074.46476190476,1031.88571428571,134.841904761905,542.051428571429,2676.19619047619,546.596190476191,88.2266666666667,148.88380952381,2887.52190476191,360.594285714286,1146.59047619048,108.529523809524,3036.79428571429,502.468571428571,345.531428571429,303.017142857143,17937.7123809524,23914.1542857143,525,30.451805028493,22.0051133716138,0.691244465266184,0.959780621572212,0.729166666666667,-1.16763153409139,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_3
288,338,1877.952,196.497333333333,63.1453333333333,314.148,1543.55733333333,757.365333333333,263.442666666667,277.614666666667,135.444,1454.27066666667,518.982666666667,3321.56666666667,253.653333333333,36.8533333333333,1398.92133333333,814.16,110.586666666667,310.904,1322.392,615.288,70.8413333333333,159.106666666667,1333.864,195.337333333333,10125.36,83.6826666666667,1414.728,452.122666666667,110.316,266.149333333333,18430.6946666667,23496.2666666667,750,32.4758123340181,29.4162570759223,0.423727479307958,0.968992248062015,0.78125,0.071564674732419,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_3
318,375,2192.91878980892,225.420382165605,64.8312101910828,308.187898089172,1773.6576433121,645.006369426752,304.882165605096,276.237261146497,136.269108280255,1754.36464968153,530.004777070064,3951.03343949045,274.869426751592,31.4283439490446,1649.71496815287,823.542993630573,89.453821656051,286.665605095541,1502.05573248408,536.412420382166,66.8805732484076,99.8566878980892,1550.04777070064,154.578025477707,1999.09554140127,74.4347133757962,1651.53821656051,435.283439490446,100.066878980892,252.952229299363,18317.9872611465,22933.5238853503,628,29.5870870085572,27.1111220701043,0.400455909491931,0.972136222910217,0.775308641975309,1.52532715056655,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_3
334,393,3444.54901960784,128.090196078431,57.1549019607843,329.092156862745,3607.57647058824,1225.60196078431,263.152941176471,290.756862745098,136.145098039216,3744.90980392157,857.792156862745,2736.56862745098,315.370588235294,218.256862745098,3558.77647058824,923.437254901961,219.682352941176,652.523529411765,3009.60784313726,575.694117647059,80.9725490196078,171.901960784314,3255.57058823529,1709.93333333333,6942.70196078431,94.9901960784314,3463.5,601.2,411.180392156863,353.501960784314,17710.2,23628.862745098,510,28.2823979489965,22.991469743792,0.582368323662608,0.96958174904943,0.784615384615385,-0.910030786486549,HNSCC_5,HN,1,HNSCC_5,Ki67+ tumor cells,,LG_dysplasia_HNSCC_5_3
501,582,1660.12566137566,121.93253968254,47.8637566137566,300.468253968254,1370.19973544974,435.835978835979,246.380952380952,269.853174603175,135.332010582011,1250.96693121693,438.944444444444,4755.36243386243,238.781746031746,29.7671957671958,1181.65211640212,680.957671957672,62.6917989417989,191.206349206349,1122.24206349206,443.456349206349,55.3571428571429,84.3968253968254,1148.64153439153,122.593915343915,3676.55687830688,75.1031746031746,1218.08201058201,330.832010582011,84.1574074074074,227.140211640212,18982.0965608466,23345.0873015873,756,37.1534097266129,25.9447642971846,0.715791083770472,0.972972972972973,0.807692307692308,-0.193090413243632,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_3
502,583,1357.66929133858,139.456692913386,53.3685039370079,302.773228346457,1159.00157480315,460.256692913386,233.952755905512,267.938582677165,135.903937007874,1044.91653543307,409.75905511811,5228.10551181102,262.995275590551,28.8850393700787,972.907086614173,634.954330708662,79.444094488189,236.163779527559,924.091338582677,435.24094488189,55.9464566929134,80.0062992125984,883.083464566929,107.822047244094,548.644094488189,71.7905511811024,952.993700787402,335.812598425197,85.2503937007874,230.475590551181,18981.1149606299,22788.7417322835,635,30.0786157177336,26.9878026714689,0.441538757523938,0.973926380368098,0.782019704433498,-0.737681314580927,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_3
