Unnamed: 0,CellID,Hoechst_1,CD4,FOXP3,PD-L1,Hoechst_2,IBA1,SOX2,PD-1,CD45,Hoechst_3,CD163,PAN-CK,gH2AX,Vimentin,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,imageid,phenotype,Delete,TDA
88,112,4692.98923679061,124.79843444227,44.674168297456,338.348336594912,3482.29060665362,929.418786692759,163.986301369863,278.788649706458,137.151663405088,4081.57632093933,474.124266144814,8755.04500978474,524.384540117417,66.2837573385519,3970.84931506849,1123.37181996086,125.637964774951,312.867906066536,3294.51174168297,836.681996086106,97.4432485322896,161.841487279843,3411.55968688845,2251.85322896282,9785.885518591,91.1996086105675,3628.79843444227,530.228962818004,213.069471624266,255.823874755382,22026.9246575342,29290.9227005871,1022,42.5416086095234,30.6669129878124,0.693071680894363,0.970560303893637,0.78494623655914,0.0213658112302907,HNSCC_5,HN,1,HNSCC_5,Ki67+ tumor cells,,LG_dysplasia_HNSCC_5_1
98,126,1846.43879173291,121.284578696343,45.8871224165342,312.901430842607,1370.7027027027,429.370429252782,197.144674085851,272.944356120827,136.209856915739,1535.74562798092,391.825119236884,9265.53418124006,234.532591414944,27.8012718600954,1417.44515103339,827.330683624801,94.3004769475358,242.767885532591,1183.46740858506,507.403815580286,68.5691573926868,83.7806041335453,1194.32432432432,129.955484896661,422.152623211447,72.1001589825119,1186.52941176471,359.046104928458,88.0890302066773,239.131955484897,21669.8823529412,27471.3227344992,629,29.0158694101277,27.6304352249346,0.305311493423688,0.972179289026275,0.776543209876543,-0.0130045782875197,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_1
126,156,2143.62330097087,113.563106796117,48.1087378640777,333.33786407767,1673.97669902913,758.067961165049,174.231067961165,274.120388349515,136.174757281553,1860.72427184466,423.293203883495,6959.26019417476,252.926213592233,263.850485436893,1793.47572815534,906.920388349515,122.353398058252,378.0,1537.2932038835,601.209708737864,99.4990291262136,118.565048543689,1602.75339805825,183.380582524272,1242.60194174757,75.6854368932039,1621.34563106796,414.217475728155,432.118446601942,248.242718446602,21120.0038834951,28682.5611650485,515,28.0064132804571,23.5017895766965,0.543888610447832,0.962616822429906,0.761834319526627,-0.856819507465607,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_1
130,162,2701.59056122449,135.210459183673,52.1709183673469,304.584183673469,2206.65816326531,383.234693877551,298.008928571429,273.477040816327,135.483418367347,2504.24107142857,382.664540816327,3511.46428571429,239.198979591837,26.4808673469388,2342.11607142857,703.30612244898,89.2002551020408,181.091836734694,2058.64923469388,400.119897959184,59.8788265306122,92.0892857142857,1984.07653061224,121.261479591837,1702.52040816327,74.5854591836735,2022.23596938776,333.90943877551,81.0344387755102,238.428571428571,22158.3163265306,27606.0242346939,784,33.5277118779656,29.7900219003703,0.458839083435402,0.975124378109453,0.791919191919192,1.35172055457994,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_1
184,226,1802.0379241517,120.407185628743,46.5928143712575,309.840319361277,1379.57085828343,391.39121756487,201.630738522954,271.02994011976,135.457085828343,1557.4750499002,353.916167664671,12481.0898203593,242.061876247505,28.4311377245509,1399.74650698603,847.303393213573,78.4111776447106,261.706586826347,1251.94011976048,463.678642714571,61.814371257485,93.4331337325349,1231.16367265469,125.389221556886,500.546906187625,72.6367265469062,1214.01996007984,346.77245508982,85.3493013972056,235.405189620758,21442.1956087824,27494.0658682635,501,26.0923409201436,24.489867935672,0.345049346494575,0.965317919075144,0.742222222222222,-0.2379755253268,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_1
286,336,2771.634643377,138.538573508006,51.2780203784571,307.101892285298,2263.50946142649,390.066957787482,243.918486171761,269.391557496361,136.291120815138,2630.66375545852,448.291120815138,4781.12372634643,237.215429403202,28.8078602620087,2445.80203784571,776.90538573508,78.3901018922853,198.704512372635,1963.77729257642,427.903930131004,62.4963609898108,78.7045123726346,1856.43668122271,132.519650655022,4005.50655021834,76.9665211062591,1858.80931586608,362.812227074236,88.7860262008734,245.55749636099,22531.7787481805,27895.9315866084,687,31.4005980950709,27.8694749482774,0.460719127234042,0.975852272727273,0.789655172413793,0.926043606492052,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_1
313,368,2848.6102117061,105.481942714819,34.3474470734745,325.444582814446,2331.76463262765,553.58904109589,157.266500622665,281.386052303861,136.021170610212,2649.99501867995,422.667496886675,5919.59775840598,252.074719800747,28.1046077210461,2591.92154420922,918.922789539228,81.6500622665006,261.826899128269,2151.42341220423,948.738480697385,77.4308841843088,117.168119551681,2142.10834371108,164.18804483188,2809.68866749689,78.1083437110834,2108.22166874222,416.398505603985,103.819427148194,258.068493150685,21966.8530510585,28347.8393524284,803,36.1002759447737,28.3550113604729,0.618923370300271,0.968636911942099,0.769157088122605,1.42084025146415,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_1
427,498,2412.15480427046,113.193950177936,40.9839857651246,317.807829181495,1943.95017793594,401.565836298932,258.080071174377,279.494661921708,135.674377224199,2126.68149466192,379.937722419929,5799.17971530249,236.800711743772,27.7241992882562,2029.90925266904,789.069395017794,80.4395017793594,246.409252669039,1772.11743772242,464.4128113879,64.0035587188612,102.76512455516,1685.62455516014,135.950177935943,3981.03736654804,78.1886120996441,1777.5462633452,364.592526690392,90.729537366548,253.580071174377,22259.5480427046,28686.5409252669,562,30.0101800564938,23.87798369895,0.605739811260854,0.960683760683761,0.743386243386243,-0.73541660775056,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_1
463,535,3139.74006622517,162.367549668874,57.2102649006623,312.490066225166,2424.9619205298,447.970198675497,295.259933774834,278.119205298013,135.721854304636,2897.15894039735,410.996688741722,5515.87086092715,249.908940397351,28.4602649006623,2746.42218543046,793.754966887417,105.394039735099,271.112582781457,2442.52317880795,563.759933774834,77.1423841059603,111.157284768212,2422.67218543046,155.970198675497,1616.59105960265,73.8874172185431,2382.12748344371,399.812913907285,93.1887417218543,256.64238410596,21819.2533112583,28034.2235099338,604,29.377562045172,26.2283735241772,0.450447471856352,0.960254372019078,0.770408163265306,-0.65718633886181,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_1
493,573,3099.44789356985,208.676274944568,71.9379157427938,310.494456762749,2502.9512195122,409.414634146342,264.942350332594,273.328159645233,135.79822616408,2841.70509977827,402.033259423503,5160.40354767184,240.478935698448,25.9756097560976,2664.34589800443,704.9955654102,92.4634146341464,177.820399113082,2382.67627494457,476.9977827051,70.3747228381375,79.940133037694,2317.40133037694,138.971175166297,456.359201773836,73.6984478935699,2391.45232815965,373.272727272727,87.8226164079823,234.567627494457,22038.9955654102,27318.0310421286,451,25.4882850063236,22.6301385158474,0.460105391745364,0.955508474576271,0.72275641025641,1.20111568643618,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_1
715,816,2008.54230235784,116.418862690707,47.5603328710125,313.707350901526,1580.08599167823,454.29680998613,197.748959778086,279.693481276006,136.287101248266,1754.82108183079,382.980582524272,11868.3550624133,240.818307905687,35.1151178918169,1721.00416088766,957.77947295423,92.0901525658807,380.264909847434,1449.24826629681,486.31067961165,83.8488210818308,121.359223300971,1476.0319001387,157.844660194175,2665.04438280166,76.4147018030513,1487.85714285714,398.088765603329,99.3938973647712,284.463245492372,21631.4410540915,28512.9611650485,721,32.1728113670958,28.5415914058276,0.461512140030318,0.962616822429906,0.750260145681582,0.842231778148878,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_1
797,903,2747.6589673913,143.419836956522,50.7758152173913,315.163043478261,2123.95380434783,435.648097826087,231.616847826087,275.785326086957,135.491847826087,2362.49184782609,382.728260869565,6076.07880434783,244.603260869565,28.9225543478261,2274.26494565217,758.39402173913,99.523097826087,271.744565217391,2023.04347826087,562.892663043478,76.4891304347826,121.754076086957,2010.10733695652,146.971467391304,623.48777173913,73.1440217391304,1917.96467391304,377.122282608696,91.6290760869565,250.510869565217,21750.4904891304,28122.6616847826,736,34.887755726967,26.8803872053402,0.637461774772495,0.97225891677675,0.808791208791209,0.0138967068954536,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_1
834,943,3329.19152276295,121.089481946625,45.2951334379906,316.249607535322,2546.38461538462,341.951334379906,189.654631083203,272.825745682889,136.05180533752,3126.15384615385,362.590266875981,6772.63579277865,237.334379905808,26.0722135007849,2890.93406593407,719.781789638933,77.1334379905808,273.387755102041,2605.02825745683,486.516483516484,64.4285714285714,102.026687598116,2402.17739403454,143.445839874411,1609.47095761381,73.6342229199372,2597.34850863422,368.863422291994,85.8226059654631,237.571428571429,22630.0392464678,29275.5996860283,637,30.8178826057009,26.3474382074823,0.518727025171847,0.968085106382979,0.790322580645161,1.43170109390518,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_1
