CellID,Hoechst_1,CD4,FOXP3,PD-L1,Vimentin,Hoechst_2,IBA1,SOX2,PD-1,CD45,Hoechst_3,CD163,PAN-CK,gH2AX,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,imageid,phenotype,Delete,TDA
24,1840.78121664888,237.875133404482,107.863393810032,731.147278548559,2481.72998932764,956.79295624333,419.310565635005,353.35325506937,386.901814300961,107.638207043757,1712.38847385272,353.808964781217,43.4642475987193,398.814300960512,1638.43436499466,643.884738527215,131.491995731057,290.942369263607,1194.40768409819,559.808964781217,219.140875133404,154.337246531483,989.733191035219,203.972251867663,116.096051227321,3070.09605122732,1288.37780149413,787.65848452508,169.764140875133,263.151547491996,15871.2849519744,25150.7705442903,937,39.6121029166353,30.4022330034766,0.641050637205962,0.976041666666667,0.755645161290323,-0.185738541156672,F29P1,HN,1,F29P1,endothelial cells,,stroma_ad_HG_dysplasia_F29P1_2
142,2167.39886039886,209.178062678063,112.319088319088,839.911680911681,4040.86752136752,1114.31481481481,395.726495726496,345.703703703704,371.037037037037,106.915954415954,2102.13675213675,357.594017094017,36.6723646723647,528.60113960114,2003.82763532764,668.159544159544,127.92735042735,261.823361823362,1423.53988603989,560.007122507123,220.237891737892,153.75641025641,1266.8433048433,201.950142450142,150.790598290598,5535.55555555556,1625.97863247863,796.058404558405,156.856125356125,255.824786324786,17348.3846153846,25075.3703703704,702,34.5278002609499,26.0122447939844,0.657595678195257,0.965612104539202,0.742857142857143,-1.36502798021945,F29P1,HN,1,F29P1,endothelial cells,,stroma_ad_HG_dysplasia_F29P1_2
279,1644.81593406593,273.541208791209,111.493131868132,794.111263736264,2480.72252747253,976.983516483516,305.471153846154,337.912087912088,420.725274725275,107.107142857143,1774.56593406593,344.318681318681,27.7980769230769,919.67032967033,1783.58104395604,628.255494505495,140.40521978022,228.675824175824,1222.03571428571,525.840659340659,212.754120879121,171.20467032967,1074.55494505495,193.652472527473,125.787087912088,811.762362637363,1365.43543956044,752.770604395604,152.416208791209,242.671703296703,18243.1442307692,24780.2362637363,728,32.9778704358131,28.3270348893011,0.512024211207521,0.969374167776298,0.8125,0.0168993652527748,F29P1,HN,1,F29P1,stromal cells,,stroma_ad_HG_dysplasia_F29P1_2
285,1372.11401425178,165.401425178147,67.9192399049881,345.228028503563,83.9216152019002,776.548693586698,372.923990498812,351.394299287411,409.33729216152,107.612826603325,1288.87173396675,347.064133016627,17.2755344418052,1618.70783847981,1294.57957244656,583.997624703088,160.206650831354,250.299287410926,853.53919239905,574.46080760095,220.021377672209,223.429928741093,784.049881235154,201.679334916865,153.586698337292,1755.94299287411,1005.97862232779,782.524940617577,153.600950118765,255.076009501188,18308.3372921615,23975.4489311164,421,25.5605269816832,20.9904252207641,0.57063369998831,0.961187214611872,0.76268115942029,-0.600034008888505,F29P1,HN,1,F29P1,stromal cells,,stroma_ad_HG_dysplasia_F29P1_2
302,1295.34474885845,162.260273972603,114.929223744292,822.050228310502,2777.54566210046,745.630136986301,319.029680365297,372.952054794521,439.851598173516,108.077625570776,1336.19634703196,466.760273972603,28.4885844748858,337.552511415525,1283.66210045662,725.219178082192,165.150684931507,165.735159817352,913.5,578.237442922374,226.586757990868,152.01598173516,849.945205479452,208.294520547945,88.324200913242,817.703196347032,1026.6598173516,829.655251141553,161.280821917808,254.420091324201,17833.9908675799,24745.3607305936,438,26.1253299230053,21.3760681238031,0.574916095550674,0.958424507658643,0.761739130434783,-0.98311717474124,F29P1,HN,1,F29P1,stromal cells,,stroma_ad_HG_dysplasia_F29P1_2
333,2023.67946577629,261.08347245409,116.779632721202,788.801335559266,3452.89482470785,1064.58430717863,383.976627712855,335.806343906511,370.148580968281,108.10183639399,1883.85809682805,339.597662771285,53.7061769616027,392.659432387312,1927.61936560935,635.512520868114,167.312186978297,213.275459098498,1356.87813021703,534.921535893155,211.540901502504,164.994991652755,1205.83138564274,198.163606010017,113.140233722871,3828.64106844741,1569.26210350584,765.666110183639,162.068447412354,252.111853088481,17827.7629382304,25598.0484140234,599,47.0835828874105,16.6046802753398,0.935750056916091,0.947784810126582,0.749687108886108,-1.55821617341474,F29P1,HN,1,F29P1,endothelial cells,,stroma_ad_HG_dysplasia_F29P1_2
353,2555.51209677419,146.344758064516,54.8125,472.73185483871,1414.98588709677,1423.69556451613,416.25,356.707661290323,446.913306451613,108.73185483871,2410.94959677419,417.145161290323,20.7782258064516,427.39314516129,2384.41733870968,611.147177419355,155.550403225806,306.770161290323,1775.82862903226,559.114919354839,214.435483870968,170.401209677419,1472.42338709677,202.760080645161,148.703629032258,6324.19758064516,1949.58467741935,791.721774193548,157.477822580645,256.372983870968,16054.252016129,23854.9516129032,496,27.7073102906051,22.8061892729855,0.567880653491802,0.972549019607843,0.770186335403727,-1.51596794917954,F29P1,HN,1,F29P1,endothelial cells,,stroma_ad_HG_dysplasia_F29P1_2
407,1316.15517241379,564.597701149425,131.086206896552,759.382183908046,2733.60057471264,746.540229885057,2352.44252873563,347.775862068966,350.637931034483,109.695402298851,1371.09482758621,2145.30172413793,32.3304597701149,298.23275862069,1310.03448275862,1075.79885057471,400.451149425287,184.686781609195,963.224137931034,547.5,219.255747126437,169.655172413793,900.195402298851,202.724137931034,187.431034482759,1012.6408045977,1152.27298850575,783.462643678161,230.26724137931,256.284482758621,18134.2040229885,25231.9568965517,348,22.3061176658186,19.9111533006841,0.45078620487132,0.972067039106145,0.790909090909091,1.44343651211503,F29P1,HN,1,F29P1,CD4+ T cells,,stroma_ad_HG_dysplasia_F29P1_2
417,1544.12437810945,301.57960199005,78.4054726368159,487.756218905473,1078.78358208955,941.482587064677,316.519900497512,343.694029850746,382.360696517413,107.654228855721,1601.39552238806,371.151741293532,22.7835820895522,384.39552238806,1626.32338308458,630.308457711443,124.962686567164,263.435323383085,1194.84577114428,546.823383084577,221.616915422886,149.940298507463,999.320895522388,197.487562189055,739.925373134328,1527.84328358209,1353.37313432836,777.514925373134,153.614427860697,264.149253731343,16137.5348258706,24607.4129353234,402,23.1503674878999,22.1204165967589,0.294957455238653,0.959427207637232,0.761363636363636,1.13643791166117,F29P1,HN,1,F29P1,stromal cells,,stroma_ad_HG_dysplasia_F29P1_2
424,1503.79314565483,110.301101591187,57.9326805385557,568.914320685435,1612.27906976744,761.317013463892,304.958384332925,299.22276621787,327.947368421053,106.529987760098,1386.6964504284,316.361077111383,36.0281517747858,276.414932680539,1303.36719706242,577.635250917993,115.370869033048,207.74541003672,923.990208078335,491.663402692779,202.232558139535,147.500611995104,818.913096695226,186.417380660955,115.41370869033,4151.04406364749,1040.60954712362,716.330477356181,155.455324357405,242.87270501836,17333.3329253366,25122.2386780906,817,39.3573676170541,26.533724508232,0.738572309397768,0.972619047619048,0.741379310344828,-0.442692747188391,F29P1,HN,1,F29P1,endothelial cells,,stroma_ad_HG_dysplasia_F29P1_2
508,1314.55505617978,199.305617977528,97.1640449438202,665.238202247191,3169.70112359551,687.665168539326,395.977528089888,308.984269662921,411.395505617978,108.296629213483,1251.9393258427,320.092134831461,26.3910112359551,419.773033707865,1163.53258426966,548.885393258427,231.957303370787,158.921348314607,873.177528089888,480.919101123596,203.238202247191,176.089887640449,693.716853932584,189.310112359551,70.447191011236,1360.52359550562,909.141573033708,730.078651685393,154.824719101124,276.319101123596,16412.7078651685,25697.2179775281,445,25.2968559637268,22.4245450540912,0.462813233590053,0.971615720524018,0.806159420289855,-0.851187215459633,F29P1,HN,1,F29P1,stromal cells,,stroma_ad_HG_dysplasia_F29P1_2
513,1947.69798657718,970.031319910514,646.41610738255,474.762863534676,1046.69798657718,1006.46308724832,307.348993288591,343.561521252796,375.543624161074,108.4451901566,1913.47651006711,382.606263982103,22.1275167785235,668.051454138702,1800.62416107383,852.782997762864,238.711409395973,197.297539149888,1293.03355704698,548.261744966443,215.829977628635,173.771812080537,1135.08948545861,199.293064876958,82.3109619686801,884.270693512304,1530.48769574944,959.548098434004,163.333333333333,256.521252796421,16947.9642058166,25166.2706935123,447,24.7768012411543,23.0094814521653,0.370906084049389,0.963362068965517,0.777391304347826,-0.0312435909615235,F29P1,HN,1,F29P1,regulatory T cells,,stroma_ad_HG_dysplasia_F29P1_2
519,2031.78145695364,258.655629139073,124.17880794702,743.701986754967,3380.05960264901,1101.94039735099,371.509933774835,412.576158940397,370.013245033113,109.238410596026,1904.09271523179,371.774834437086,24.5496688741722,307.238410596027,1901.0,659.814569536424,175.384105960265,171.728476821192,1395.50331125828,529.30463576159,210.304635761589,190.331125827815,1031.07947019868,237.735099337748,87.8278145695364,835.582781456954,1478.50331125828,814.953642384106,213.158940397351,251.059602649007,16400.0662251656,25465.7483443709,151,14.9871204119792,12.8320059382459,0.516640822072249,0.94375,0.774358974358974,1.2155411992901,F29P1,HN,1,F29P1,stromal cells,,stroma_ad_HG_dysplasia_F29P1_2
530,1245.12761506276,315.240585774059,183.324267782427,1026.64225941423,4813.73012552301,692.255230125523,480.050209205021,336.797071129707,379.953974895398,106.928870292887,1232.97071129707,332.403765690377,25.6715481171548,489.202928870293,1189.33472803347,576.253138075314,131.123430962343,147.962343096234,875.81589958159,514.313807531381,210.922594142259,160.640167364017,767.654811715481,193.035564853556,56.8054393305439,1591.40794979079,1036.48535564854,758.541841004184,151.746861924686,264.458158995816,16912.1924686192,25231.6548117155,478,26.6569161063775,22.8536734661412,0.514773474827565,0.967611336032389,0.769726247987118,1.31627684729869,F29P1,HN,1,F29P1,stromal cells,,stroma_ad_HG_dysplasia_F29P1_2
702,2044.37567567568,232.337837837838,80.2972972972973,349.972972972973,151.040540540541,1197.95135135135,269.862162162162,351.716216216216,351.862162162162,106.178378378378,2019.2,349.259459459459,18.0675675675676,1319.82702702703,2058.05675675676,589.802702702703,111.645945945946,224.137837837838,1297.26756756757,563.194594594595,216.875675675676,202.37027027027,1237.85675675676,201.205405405405,60.5297297297297,942.297297297297,1450.71891891892,794.843243243243,153.67027027027,245.67027027027,17866.3432432432,23094.2054054054,370,22.2462841093489,21.2040797188364,0.302493243393352,0.951156812339332,0.764462809917355,0.314336663843747,F29P1,HN,1,F29P1,stromal cells,,stroma_ad_HG_dysplasia_F29P1_2
705,1948.76219512195,240.048780487805,65.4573170731707,352.280487804878,98.2256097560976,1102.10975609756,409.951219512195,349.457317073171,455.091463414634,106.329268292683,1865.39024390244,358.085365853659,19.0914634146341,2053.43292682927,1805.00609756098,590.0,159.762195121951,273.335365853659,1286.75,598.140243902439,225.414634146341,206.84756097561,1059.56707317073,199.689024390244,136.993902439024,1598.0487804878,1361.96341463415,814.55487804878,154.725609756098,252.170731707317,15535.5609756098,24131.3902439024,164,15.0113987200165,13.946441790984,0.369937150699218,0.953488372093023,0.780952380952381,0.730504120433997,F29P1,HN,1,F29P1,stromal cells,,stroma_ad_HG_dysplasia_F29P1_2
742,2170.78056951424,351.644891122278,76.2479061976549,356.812395309883,143.139028475712,1251.33165829146,202.678391959799,322.150753768844,288.901172529313,108.22445561139,2264.52596314908,315.966499162479,23.6398659966499,496.309882747069,2221.06030150754,509.025125628141,228.48743718593,125.676716917923,1515.10720268007,500.551088777219,550.179229480737,149.675041876047,1324.11055276382,197.189279731993,100.822445561139,853.581239530988,1708.32998324958,791.262981574539,150.788944723618,232.463986599665,18097.4757118928,24442.2797319933,597,29.1864037452827,26.2418452393273,0.437718686744128,0.959807073954984,0.762452107279694,0.528093445767168,F29P1,HN,1,F29P1,stromal cells,,stroma_ad_HG_dysplasia_F29P1_2
774,1821.43154761905,289.464285714286,57.1443452380952,386.489583333333,515.327380952381,987.513392857143,1298.47470238095,327.090773809524,363.866071428571,107.4375,1720.71279761905,1973.51339285714,17.1190476190476,297.59375,1749.64136904762,724.553571428571,147.316964285714,245.065476190476,1288.88244047619,515.05505952381,251.174107142857,185.395833333333,1068.08630952381,193.397321428571,122.171130952381,1069.66517857143,1375.88839285714,759.043154761905,219.71130952381,246.556547619048,16527.8869047619,23520.4880952381,672,46.3116521185209,18.6554003428852,0.915277881886473,0.943820224719101,0.672,-0.0172290649512387,F29P1,HN,1,F29P1,M2 macrophages,,stroma_ad_HG_dysplasia_F29P1_2
