,Carcinoma_AGSCC_2_10_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_11_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_12_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_13_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_14_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_15_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_16_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_17_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_18_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_19_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_1_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_20_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_21_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_22_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_23_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_24_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_25_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_26_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_27_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_28_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_29_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_2_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_30_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_31_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_32_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_33_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_34_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_35_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_36_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_37_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_38_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_39_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_3_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_40_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_4_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_5_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_6_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_7_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_8_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_9_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_14_1_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_14_2_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_14_3_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_14_4_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_14_5_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_15_1_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_15_2_mieloides_no_tumorales.csv,Dysplasia-HG_FAHNSCC_15_1_mieloides_no_tumorales.csv,Dysplasia-HG_FAHNSCC_15_2_mieloides_no_tumorales.csv,Dysplasia-HG_FAHNSCC_15_3_mieloides_no_tumorales.csv,Dysplasia-HG_FAHNSCC_15_4_mieloides_no_tumorales.csv,Dysplasia-LG_FAHNSCC_15_1_mieloides_no_tumorales.csv,Dysplasia-LG_FAHNSCC_15_2_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_1_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_2_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_3_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_4_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_5_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_6_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_7_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_8_mieloides_no_tumorales.csv,Dysplasia_FAAGSCC_13_1_mieloides_no_tumorales.csv,Dysplasia_FAAGSCC_13_2_mieloides_no_tumorales.csv,Dysplasia_FAAGSCC_13_3_mieloides_no_tumorales.csv,Dysplasia_FAAGSCC_13_4_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma-Dysplasia_FAHNSCC_14_1_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_10_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_1_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_2_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_3_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_4_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_5_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_6_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_7_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_8_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_9_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_14_1_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_14_2_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_14_3_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_15_1_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_15_2_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_1_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_2_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_3_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_10_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_11_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_1_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_2_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_3_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_4_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_5_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_6_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_7_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_8_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_9_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_1_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_2_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_3_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_4_mieloides_no_tumorales.csv
Carcinoma_AGSCC_2_10_mieloides_no_tumorales.csv,0.0,334.6724215648808,155.80200871329345,235.51074135459666,100.0618663297142,206.5846995971533,195.26391379850887,81.92220489272007,125.84525299178013,110.71322450440753,266.69972544087864,126.79673938264423,73.71169840575246,77.6500165014364,85.5080487903091,158.51509041112527,68.57629026982815,100.03103922305935,68.16814173156018,68.31203092328798,92.6883084260456,203.01629639757275,67.59989369858658,87.0870924549709,67.02339144825396,105.00161922280138,122.47209286961166,158.0453347008624,71.27717465758869,67.6653690065817,221.38374786539055,205.09830485083802,110.35377418446129,234.15618039385197,73.78348671134454,121.01423852953442,242.00479537087898,222.63650825864028,88.22129775524186,85.29673645264889,279.39703901611074,404.461187930951,338.98606163765913,723.2388514543281,861.410886643754,1428.8516231031144,1531.313273208591,665.7962493073165,963.7042441693112,1118.4603328772082,1449.6273988915736,1297.7715290342458,1187.6813767055382,728.5988830880472,1815.2915930070749,1589.82664595801,1872.3362023267164,1061.430571346345,1568.2714447263243,1312.579247634576,2118.4698615869474,671.2325281939014,650.3949695934546,900.8568155797531,492.69242155963104,1685.0668224211367,1971.6155015018398,4336.547805754151,3939.2429900962647,3368.2057606607186,2917.8781502011157,2747.1597522634193,2988.4536857950243,2977.6878461823635,3482.6988160933947,3805.3844687241135,1754.1406803014424,1841.335747792241,1851.1433443562355,2635.5108757837925,3559.4818730899797,2612.4357528201363,2882.594679854378,4252.789970920669,4512.458682176506,2745.161791463915,5832.804102391474,3812.7607920911933,4965.567563041308,4381.135828288556,4093.0078459149513,3327.0057531955777,2739.9834123007904,3710.734065030628,4082.8959195098973,2769.337286130627,2073.1623071786107,2046.356995596057,2468.167345985429
Carcinoma_AGSCC_2_11_mieloides_no_tumorales.csv,334.6724215648808,0.0,416.25822504622397,332.55987771841683,308.8721528384444,446.577450279012,375.63372397123493,365.48107215930906,431.4813604222633,365.9895807664909,548.6632159233247,415.7694012744805,369.9599771378931,344.24430615393896,381.3824555182204,439.3236624449184,380.76094924366544,324.24507940425246,365.9840489650062,366.57175111370105,383.23384254948803,492.5825740443905,363.93854764447286,392.72578751173836,364.6753588044379,392.44093182970033,424.64997182208776,419.7300558105924,369.3333848063583,364.0804907568321,491.70157906693737,521.1694498820106,408.16576538799643,532.3640237334889,371.4354540675285,381.0951487685523,323.03623734724,515.9623031795539,357.5894541524801,378.88491438932533,442.17138652509203,556.5996234129275,505.55203675169935,911.6674369100608,1064.060693130236,1602.4345676347539,1672.446051722834,808.6713134117915,1071.8896027663586,992.7814369507811,1418.269995267356,1417.6285634255178,1387.6394833574327,764.5644265531369,2079.1869871476783,1699.1673222709069,2059.589664798498,1190.8130953352756,1671.0089599376652,1386.7719759624579,2286.8394848093435,712.8935211227774,644.7838120945585,965.1918678894765,582.8647017941441,1966.1249997597788,2252.8046325236573,4566.203991845716,4114.099526917611,3645.105439310093,3198.7321567493645,3029.8025806899695,3269.0021885678234,3259.0556413600566,3637.405110156072,4081.180192197291,2035.4068866062835,2121.9861214401826,2131.1313810058846,2842.344227322585,3714.051885061952,2874.3339409819337,3116.8100184702644,4463.939307444058,4681.93928540415,2954.587426083793,5735.16574077836,3856.64200285899,4756.734042728872,4346.754159480234,4027.7281357719135,3359.009117563201,2583.530889310215,3676.374457884302,4148.267367137126,2962.349528664499,2353.6988789194074,2325.6023856116385,2746.4920545301397
Carcinoma_AGSCC_2_12_mieloides_no_tumorales.csv,155.80200871329345,416.25822504622397,0.0,318.16508902972646,216.7803889228141,261.69628599438795,253.585396610145,141.62978431897477,105.35318485732158,186.4950953616356,167.52357237290445,180.6920985438735,127.65797832598241,203.12871386544109,150.33439435390676,107.7246500519967,113.9063065033536,194.33280213913773,127.92346097244751,126.25122043727097,152.0791546877669,256.91165555880207,125.44185146618523,153.39530296719045,125.34487425989008,159.42093606253198,187.82511868928634,133.14687718600965,169.29328016250358,125.98685181821781,278.0391589102321,268.41558186627316,168.83528084344854,216.50150935526125,132.10496952298064,205.8703960261085,257.18425088730646,121.0326119576452,147.28009492814803,144.7664507890609,341.97566983505226,465.6958644731589,389.69339482253343,769.3762070092412,921.1757908399925,1484.6138003852086,1586.1269284246928,716.4275511795922,1025.4486723473551,1165.5839679465134,1508.3392330909778,1360.2636363252009,1260.6133812358678,790.419895888677,1879.718488641041,1644.4158289014017,1971.197602456489,1114.9680366171633,1632.617747868868,1374.688058400054,2212.0816603690005,723.9493607877168,781.1939580897335,958.793701743379,555.2520557688072,1749.3125651053574,2036.228417551812,4390.809511132845,4004.0643023044577,3433.025617202672,2982.6132794227165,2811.89118204203,3053.2465122059293,3041.975756960064,3554.2410722922327,3870.410951296042,1818.8308619567088,1906.212151187726,1915.770972581696,2693.840663430466,3613.7071938036647,2677.033870237838,2938.2178227632917,4306.503800600389,4567.0743859525255,2809.6971926366887,5947.049073012495,3869.5156525633715,4938.0435755831095,4367.850416749344,4159.254501743214,3391.7038812683163,2711.198807076886,3626.8484553420103,4138.654914170925,2834.001124775232,2137.9075885061266,2110.4437624617094,2531.0065695251224
Carcinoma_AGSCC_2_13_mieloides_no_tumorales.csv,235.51074135459666,332.55987771841683,318.16508902972646,0.0,254.2711896067362,275.88371252402806,261.730067744298,216.98578360806903,262.72216327154746,217.00277029658903,394.64829781922253,256.5112357646333,200.29870585249955,221.0860470373213,222.22747264664366,279.344259300411,266.02858641899286,198.78348533953303,205.5432179742607,203.9421280264619,227.15388893785212,331.4796847013269,204.7141798777256,230.2709475836515,203.8048285120374,235.7597830347902,266.28507294143367,258.2595549023655,248.18351789619618,204.44680607036514,351.7433263847339,398.6329131295284,247.2952350955959,365.27347509476675,204.22093986265207,239.42611712609732,326.47656233532945,374.8986344111928,230.76172899981495,224.68057579268003,328.2170181601304,408.923399548149,344.29073074222714,699.8717403946229,875.1943635433664,1374.1607914091053,1479.4558285849803,590.4590319246483,869.8930471445299,1076.4957344757172,1398.9716633361745,1297.5380052859857,1260.56359291549,655.9934711575229,1826.6564371291763,1530.751975819339,1882.9777420814037,1015.6624790994119,1498.144006675626,1270.3528378141177,2112.7966524210706,749.4312262189549,639.998020505416,850.141785007917,464.44012352867435,1816.8406948806094,2091.6457042773213,4315.0376711414365,3896.8165254595488,3416.965268658318,3013.655057478883,2865.0208558225418,3119.477839962748,3081.995905601509,3422.600278970815,3835.078843076076,1887.7898740118815,1974.9265362953213,1984.4611489134938,2605.381949814407,3479.650667435761,2635.7403963781326,2881.908493310412,4209.338183779298,4459.174251186475,2768.8127681066157,5701.150089705455,3708.868794805766,4866.967474235406,4309.733854157559,3974.569256122938,3233.8944908991043,2627.9679113539214,3605.2729957917554,3994.678042980174,2709.0990735449905,2206.660842001396,2178.801653456622,2599.8042965967934
Carcinoma_AGSCC_2_14_mieloides_no_tumorales.csv,100.0618663297142,308.8721528384444,216.7803889228141,254.2711896067362,0.0,276.25061204845395,191.62421108640268,151.30497592173327,185.10858730376697,121.66870997539328,310.53990817840423,195.99964339299072,142.04062946017058,104.99468777079736,162.5145883826736,178.20844300342785,126.28307608914388,114.31653368018421,137.59865257520602,137.19948691895434,161.7543462905254,272.4588257490756,135.92941722833677,163.07049456994898,135.02006586264858,174.92628785437628,197.50031029204484,201.11250973386493,131.24687620373567,135.66204342097632,289.3804222797852,275.23044735046335,178.51047244620705,302.7087307916996,141.78016112573914,131.8097255465292,211.64076259232024,286.4376655874819,152.48840848732462,157.23499761722525,355.55249246228186,479.88993014106853,408.4300880456679,793.8070205741449,940.8361953584249,1508.2774671007576,1607.237701389816,715.2594515451584,997.6059879644022,1092.3691323786047,1427.726791890701,1266.6473512617772,1257.304875305596,706.373665660857,1895.6544372509272,1624.7142370174315,1921.9291924539775,1050.293087295026,1599.1123748748823,1318.4020406232355,2116.5208671469845,614.9408232702543,635.3676094802487,883.4879305200554,472.7912291434491,1765.4871034102596,2052.3309487366573,4417.024315890639,4019.8956204387737,3448.9175115499197,2998.8007366032157,2828.071120634501,3069.4301359961823,3058.0685786325107,3519.3770398937195,3885.9979084034735,1834.9950401874426,1922.3377871090913,1931.8390069527009,2716.0623690271154,3631.469850563953,2693.185725729841,2963.4079594344626,4332.368030771178,4592.142947085733,2797.7865535529627,5815.021843954147,3819.8096695071135,4892.715836833101,4354.080170064871,4081.453841112882,3333.174968412288,2668.786074954962,3693.607054026861,4097.330972828746,2850.101659270728,2154.0970040210955,2126.2980280778247,2547.164946848586
Carcinoma_AGSCC_2_15_mieloides_no_tumorales.csv,206.5846995971533,446.577450279012,261.69628599438795,275.88371252402806,276.25061204845395,0.0,217.6610756851467,153.66235207608315,207.80999730673776,164.4370128481629,367.4538389764625,197.74450244004004,144.71038222214895,220.02399853522823,159.43857871777954,205.22049164993024,194.86646016853467,195.91417733207086,145.25215059330185,143.78764584493072,165.41812933714343,269.3805053151733,142.97827687384498,170.7239925880448,142.6735638807444,175.82545593615032,202.94265870806782,252.74034119645546,207.60563762734927,143.31554143907215,274.7029498503573,294.5711322677157,186.1639704643029,193.03838047619826,146.19425802454091,194.9528925591215,346.34185134685913,314.50082357273004,163.76038021103733,158.66216220241546,292.93150863506503,428.0263363713879,361.4531171903469,773.702804360983,914.2590162040817,1470.57554602239,1552.1759810692367,683.8276085849623,961.1685278675786,1237.710419498249,1449.9432003232394,1323.0223473203062,1299.0167296196678,748.2158314147471,1888.1617016574276,1591.5283315074296,1984.3403266301332,1084.5996211642955,1547.2480246317325,1301.4704708350914,2204.8491520728494,788.0580220933444,752.1188153318382,918.7050375528622,487.08952389040905,1754.9543048089854,2040.8535523467506,4406.90885679228,3965.432368381921,3438.3176297593336,2988.7532040783326,2818.1048211772495,3058.115429685233,3048.8855911496084,3460.063021698812,3876.954276598208,1823.8349897370724,1911.3399295832928,1920.511733146401,2701.4503567644388,3587.380984662387,2682.5161825013065,2942.445042450816,4325.448768081581,4543.341712645512,2758.305514198285,5866.255379066574,3818.140545207377,5000.127876330244,4419.651855349111,4056.7796009499298,3316.716110593601,2801.6991137367504,3735.6820611673947,4077.3546254331823,2819.4314607887327,2142.862204299565,2115.100168756605,2535.620341317627
Carcinoma_AGSCC_2_16_mieloides_no_tumorales.csv,195.26391379850887,375.63372397123493,253.585396610145,261.730067744298,191.62421108640268,217.6610756851467,0.0,144.52543240933966,195.0465239680803,148.22214347054273,361.7030940017984,189.2200998805971,135.26108594777696,169.6581924313333,155.73504487027995,228.0062774788585,190.4642802572104,152.93829626050137,130.8191090628124,130.41994340656072,154.97480277813176,265.5549740272063,129.14987371594313,156.29095105755533,128.24052235025493,168.14674434198264,187.34200390114052,241.29793468171593,198.16524811633803,128.8824999085827,282.6008787673916,353.69586382640944,171.7309289338134,295.9291872793059,135.00061761334553,155.99337533920624,296.65068043544557,313.60352886083876,130.20360151751652,150.45545410483163,301.90226244780416,423.2586316460029,337.8318921113506,771.2739677899617,916.3799641882013,1411.473419422148,1527.1476165818058,619.9095966014606,876.7157927192061,1097.6474975529968,1334.0127700049961,1221.937695672867,1298.4303662757447,644.4663929003523,1888.8748937385335,1495.9885551565205,1981.6058820713126,968.4258043730119,1466.110235136141,1185.3148671196902,2142.3359402305437,709.7992196629394,687.9113002623975,776.9946452670943,374.7947353069292,1758.7075598978658,2045.5514052242636,4410.244772378246,3939.2472816203313,3442.137968037526,2992.021193090822,2821.2915771221074,3062.650592483789,3051.289035120117,3412.964387450179,3879.2183648910795,1828.2154966750488,1915.5582435966976,1925.0594634403071,2695.0188809446936,3537.9840279605105,2686.4061822174476,2952.9817389307045,4296.928068344501,4506.33473764258,2724.696098471786,5734.988505986856,3713.8733908153126,4896.060440539484,4298.368926942836,3927.2655374279093,3207.8593484200287,2710.2923395045073,3586.210972005711,3934.8281853578146,2785.7191488846256,2147.3174605087015,2119.5184845654308,2540.385403336192
Carcinoma_AGSCC_2_17_mieloides_no_tumorales.csv,81.92220489272007,365.48107215930906,141.62978431897477,216.98578360806903,151.30497592173327,153.66235207608315,144.52543240933966,0.0,83.09091167691004,67.41567666146736,247.67577483909335,75.85545796649579,20.644542849173057,94.76338558808825,30.683221498348537,118.52190152932961,74.23908640410043,85.27283793833233,17.431071901511388,18.46433111539045,35.94357907312457,150.30490752253837,17.194261424772872,44.335338766385085,16.28491005908469,50.58441465490544,78.76515448848097,129.34232239054566,86.20963582516775,15.733014978647805,170.64526647622134,241.74025153523922,59.271430958670024,183.97357498813574,23.045005322175264,101.20562446476298,247.32846011915572,199.72402467960174,50.116493014737095,34.02366887849665,218.98627731768892,335.7402541466411,277.4925563507337,658.7120815798712,798.8262287163076,1370.903136915032,1466.569687281413,614.0984286175685,914.7521763049085,1144.8657248494824,1412.364006145708,1262.9626165861348,1184.173859732504,698.1217134202477,1751.556150901807,1527.6875144942248,1849.565764673196,1003.447629988182,1506.404159013393,1245.770685141468,2121.766574828437,717.1466406881473,686.3049574986115,840.6142775809212,424.5221548473551,1615.5370146587136,1904.506579198453,4273.803122341451,3878.206154015877,3299.402222175348,2848.996349173129,2678.6273620649563,2918.339895612069,2909.2637101778128,3419.124192296061,3738.8056168233547,1684.912738320761,1772.459116299177,1781.3039312317078,2566.8870066415398,3491.3277483011534,2542.911672740633,2815.5322366044466,4194.769004708914,4445.677832026059,2675.0638726445886,5856.099107528364,3744.6930008257686,5015.3423203278435,4398.483670787981,4034.361392497006,3272.319930390667,2773.8584135120677,3692.1471789865395,4015.0957059961156,2702.4076843019043,2004.1215056346239,1975.5156225034561,2396.3121850819125
Carcinoma_AGSCC_2_18_mieloides_no_tumorales.csv,125.84525299178013,431.4813604222633,105.35318485732158,262.72216327154746,185.10858730376697,207.80999730673776,195.0465239680803,83.09091167691004,0.0,127.9562227195709,191.84417766136488,121.08166882690949,68.87268431511893,145.5189737057187,84.19730033541472,78.20173624057816,73.09771912610631,135.793929497073,68.1814776770734,67.9924317706968,74.9587288122064,201.7386539864314,67.71535298351354,93.81009534935575,66.80600161782536,102.07654268095321,114.79811082308207,70.69615187558097,136.68295624547184,67.4479791761531,216.09424200658734,254.9496106557402,110.29640820138384,233.14751512940592,73.56609688091594,139.8017716323367,226.1248530682103,139.96076544001914,97.04502067765898,89.02093337240204,287.64324068622346,410.96884762636796,340.2160238008447,715.3605992221412,852.8822869911373,1421.9416051645317,1527.3955282908241,662.8910375248562,959.6677753441339,1202.3894751585701,1466.5632751192368,1324.8384820253568,1203.5347084983996,748.2627082936405,1808.008572659932,1585.1201325662755,1905.7427458581715,1057.561969412562,1561.809395896379,1304.5537127446926,2179.984617810452,772.2239477523881,741.5776135790445,896.5238118077147,482.3647836941702,1677.5582836527658,1964.5296388818992,4329.125387153068,3932.004561723646,3361.077924439405,2910.933612659854,2740.025374792773,2981.313129196577,2969.9373470883934,3481.382818404702,3798.327090329072,1746.9027601692608,1834.1785783526866,1843.8019700815357,2628.0126008608663,3551.1502395795846,2605.2838740341017,2875.3942678527733,4245.648672594685,4507.62939232094,2737.7556217440583,5906.568569863382,3805.721499801039,4989.927547178491,4414.077094159898,4096.367045148966,3329.9551915608877,2776.8291579389725,3675.9311998665166,4075.43049716047,2762.5019025469987,2066.214305373551,2038.251421965818,2459.2638658539313
Carcinoma_AGSCC_2_19_mieloides_no_tumorales.csv,110.71322450440753,365.9895807664909,186.4950953616356,217.00277029658903,121.66870997539328,164.4370128481629,148.22214347054273,67.41567666146736,127.9562227195709,0.0,292.3629444507643,121.33812289753799,68.17078469926756,67.4439847557207,81.63538584744198,112.30497692316511,114.42716757838002,68.39314657939119,63.522481104799816,63.3296421580513,80.60936073637299,195.44672256950975,62.05957246743372,89.20064980904593,61.15022110174554,99.02078691978915,123.63046553114181,172.4754009337251,131.0749468678286,60.89979307801953,215.51057751888212,275.4813574844227,104.64062768530401,228.83888603079654,67.9103163648361,53.69921478696594,214.919399584625,245.91750461827624,91.88575268919784,79.46819478886299,260.98423114065946,385.01685635068145,313.80945338965114,708.6672765153457,858.2182813580074,1425.2355991799218,1506.2549387472513,661.9045400523148,950.9955989738946,1152.4406358810645,1378.2901670204367,1236.8844190084637,1245.4446215653472,675.905918730163,1810.0946456924428,1535.107260801417,1854.1529310991211,1000.9394490131639,1489.3514019671325,1254.2189583711145,2113.1749318856178,711.4202540969808,644.4304092336854,842.7204278182301,416.116382562839,1679.9683045618615,1966.703730257009,4333.208450250408,3932.324487115081,3362.857608971846,2912.8582143296862,2743.1159781374395,2983.332628798768,2972.0368456993137,3468.1135237772714,3800.624114386987,1748.8782537518255,1836.4742645062875,1846.0064333667883,2630.9353334123193,3553.7254250151336,2607.0520929342706,2878.8199338438994,4250.271281675727,4499.811563096035,2739.708567936205,5821.271897818447,3777.0647110716227,4966.436158970455,4353.669723529823,4013.3951361150343,3245.544604146876,2735.778317650497,3690.8019143835136,4040.7421920338465,2764.805788619809,2067.99082176749,2040.1755052727185,2460.9891493199993
